ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,created_by,title,4_id,5_status,6_flowers,7_note,8_photo
145ae3f3-1ebf-491d-a096-8daa4d8809fc,cfb558e4-6a86-4283-babf-5642e3780910,2025-04-06T17:29:56.000Z,2025-04-06T17:52:53.000Z,jumboz2023@gmail.com,"TT24_150_mai_red 0",TT24_150_mai_red,0,no,,cfb558e4-6a86-4283-babf-5642e3780910_1743960593.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,306fc517-c4d9-4230-97ad-a501eb87e003,2025-04-06T17:29:42.000Z,2025-04-06T17:52:52.000Z,jumboz2023@gmail.com,"1264_mai_red 1",1264_mai_red,1,no,,306fc517-c4d9-4230-97ad-a501eb87e003_1743960579.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,857e6522-6a12-4f92-9d9b-b353b8cb7afc,2025-04-06T17:29:19.000Z,2025-04-06T17:52:50.000Z,jumboz2023@gmail.com,"5074_mai_red 1",5074_mai_red,1,no,,857e6522-6a12-4f92-9d9b-b353b8cb7afc_1743960556.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,b2e3283d-03dd-4bc0-bd83-66f28e5ff9e6,2025-04-06T17:28:57.000Z,2025-04-06T17:52:49.000Z,jumboz2023@gmail.com,"5596_mai_red 1",5596_mai_red,1,yes,,b2e3283d-03dd-4bc0-bd83-66f28e5ff9e6_1743960534.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,b11f6c86-6561-4e0f-afb3-7212ffe2314f,2025-04-06T17:28:25.000Z,2025-04-06T17:52:47.000Z,jumboz2023@gmail.com,"TT24_111_mai_red 1",TT24_111_mai_red,1,yes,"2 individuals",b11f6c86-6561-4e0f-afb3-7212ffe2314f_1743960502.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,a80507a4-c93b-4538-89c9-242f377e8e8b,2025-04-06T17:27:48.000Z,2025-04-06T17:52:46.000Z,jumboz2023@gmail.com,"2639_mai_red 1",2639_mai_red,1,yes,,a80507a4-c93b-4538-89c9-242f377e8e8b_1743960464.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,3a81f160-73bc-4bb7-9ce9-ba1ceac9495f,2025-04-06T17:27:18.000Z,2025-04-06T17:52:45.000Z,jumboz2023@gmail.com,"TT24_106_mai_red 1",TT24_106_mai_red,1,no,,3a81f160-73bc-4bb7-9ce9-ba1ceac9495f_1743960434.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,7aab3600-3f6e-4a13-a8f8-a9136820b0ca,2025-04-06T17:24:55.000Z,2025-04-06T17:25:37.000Z,jumboz2023@gmail.com,"2616_mai_green 1",2616_mai_green,1,yes,"2 individuals",7aab3600-3f6e-4a13-a8f8-a9136820b0ca_1743960291.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,674b075c-97c7-4523-9dd4-2f3b3f26207f,2025-04-06T17:24:31.000Z,2025-04-06T17:25:36.000Z,jumboz2023@gmail.com,"5069_mai_green 1",5069_mai_green,1,no,,674b075c-97c7-4523-9dd4-2f3b3f26207f_1743960253.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,7bf95b9c-7688-4763-b83e-3451613d3484,2025-04-06T17:23:58.000Z,2025-04-06T17:25:34.000Z,jumboz2023@gmail.com,"TT24_205_mai_green 0",TT24_205_mai_green,0,yes,"Flowers senesced",7bf95b9c-7688-4763-b83e-3451613d3484_1743960223.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,83f914f5-092f-43ae-a50e-f708884614af,2025-04-06T17:23:24.000Z,2025-04-06T17:25:33.000Z,jumboz2023@gmail.com,"4736_mai_green 1",4736_mai_green,1,yes,"Flowers senesced",83f914f5-092f-43ae-a50e-f708884614af_1743960195.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,7e454d10-e6ad-45f3-8978-19d2a3c987e9,2025-04-06T17:22:34.000Z,2025-04-06T17:25:32.000Z,jumboz2023@gmail.com,"6462_mai_green 0",6462_mai_green,0,no,,7e454d10-e6ad-45f3-8978-19d2a3c987e9_1743960150.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,f2efdeda-7977-47f8-8588-cb99da3c375e,2025-04-06T17:22:15.000Z,2025-04-06T17:25:30.000Z,jumboz2023@gmail.com,"TT24_230_mai_green 1",TT24_230_mai_green,1,yes,"Flowers senesced",f2efdeda-7977-47f8-8588-cb99da3c375e_1743960132.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,18a0152e-a209-415d-8010-237b53f73fa9,2025-04-06T17:21:40.000Z,2025-04-06T17:25:29.000Z,jumboz2023@gmail.com,"2803_mai_green 1",2803_mai_green,1,yes,,18a0152e-a209-415d-8010-237b53f73fa9_1743960087.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,00cd3c52-9a35-4d16-97c7-f6e72892b0c0,2025-04-06T17:21:02.000Z,2025-04-06T17:25:27.000Z,jumboz2023@gmail.com,"2310_mai_green 1",2310_mai_green,1,no,,00cd3c52-9a35-4d16-97c7-f6e72892b0c0_1743960059.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,e2dc2a0e-beb6-4863-befd-a099646d7d41,2025-04-06T17:20:43.000Z,2025-04-06T17:25:26.000Z,jumboz2023@gmail.com,"129_mai_green 1",129_mai_green,1,no,,e2dc2a0e-beb6-4863-befd-a099646d7d41_1743960041.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,bf397944-93bf-4a20-aa2c-30deb885143c,2025-04-06T17:20:28.000Z,2025-04-06T17:25:25.000Z,jumboz2023@gmail.com,"TT24_210_mai_green 0",TT24_210_mai_green,0,no,,bf397944-93bf-4a20-aa2c-30deb885143c_1743960025.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,72e917f3-7498-4ef6-9ead-c05f288ee62a,2025-04-06T17:20:09.000Z,2025-04-06T17:25:23.000Z,jumboz2023@gmail.com,"4781_mai_green 1",4781_mai_green,1,yes,"Flowers senesced",72e917f3-7498-4ef6-9ead-c05f288ee62a_1743960005.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,c247b3b6-def7-4324-84ef-84639a6f7d50,2025-04-06T17:19:42.000Z,2025-04-06T17:25:22.000Z,jumboz2023@gmail.com,"4698_mai_green 1",4698_mai_green,1,no,,c247b3b6-def7-4324-84ef-84639a6f7d50_1743959980.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,2bce418a-5daf-4503-b500-0dd74772b5a3,2025-04-06T17:19:24.000Z,2025-04-06T17:25:21.000Z,jumboz2023@gmail.com,"2285_mai_green 1",2285_mai_green,1,no,,2bce418a-5daf-4503-b500-0dd74772b5a3_1743959961.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,f65ea194-6189-4a69-974d-add2e62f6b9a,2025-04-06T17:19:05.000Z,2025-04-06T17:25:19.000Z,jumboz2023@gmail.com,"4632_mai_green 1",4632_mai_green,1,no,"Barely alive",f65ea194-6189-4a69-974d-add2e62f6b9a_1743959941.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,2c6c0e0a-9a4d-43bb-8da1-2b0ab90b55c6,2025-04-06T17:18:29.000Z,2025-04-06T17:25:18.000Z,jumboz2023@gmail.com,"235_mai_white 0",235_mai_white,0,no,,2c6c0e0a-9a4d-43bb-8da1-2b0ab90b55c6_1743959906.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,bb4341c1-6869-4c6c-bc7a-2b15ec0f8041,2025-04-06T17:18:14.000Z,2025-04-06T17:25:16.000Z,jumboz2023@gmail.com,"2265_mai_white 1",2265_mai_white,1,no,,bb4341c1-6869-4c6c-bc7a-2b15ec0f8041_1743959891.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,eb87741c-81f8-4cc3-ac30-b4a30f0f43da,2025-04-06T17:17:57.000Z,2025-04-06T17:25:15.000Z,jumboz2023@gmail.com,"2662_mai_white 0",2662_mai_white,0,no,,eb87741c-81f8-4cc3-ac30-b4a30f0f43da_1743959874.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,ce54e9c7-a84a-4a6f-8905-095a98194b5f,2025-04-06T17:17:40.000Z,2025-04-06T17:25:14.000Z,jumboz2023@gmail.com,"1021_mai_white 1",1021_mai_white,1,no,"Barely alive",ce54e9c7-a84a-4a6f-8905-095a98194b5f_1743959843.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,1d095ec8-bca1-428f-b05d-0fd792977516,2025-04-06T17:17:07.000Z,2025-04-06T17:25:13.000Z,jumboz2023@gmail.com,"6100_mai_white 0",6100_mai_white,0,no,,1d095ec8-bca1-428f-b05d-0fd792977516_1743959821.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,9fdbf379-b2e2-4c41-8601-975913aa6404,2025-04-06T17:16:44.000Z,2025-04-06T17:25:11.000Z,jumboz2023@gmail.com,"2337_mai_white 0",2337_mai_white,0,no,,9fdbf379-b2e2-4c41-8601-975913aa6404_1743959794.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,11aba559-a155-46b7-b862-01ac4caee097,2025-04-06T17:16:15.000Z,2025-04-06T17:25:10.000Z,jumboz2023@gmail.com,"1157_mai_white 0",1157_mai_white,0,no,,11aba559-a155-46b7-b862-01ac4caee097_1743959770.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,81fe2ba4-1d22-4107-9f86-7f1346534dab,2025-04-06T17:15:53.000Z,2025-04-06T17:25:08.000Z,jumboz2023@gmail.com,"1468_mai_white 1",1468_mai_white,1,no,2individuals,81fe2ba4-1d22-4107-9f86-7f1346534dab_1743959735.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,bd7d2f43-3a1c-4b56-9496-d51a07dc1cfe,2025-04-06T17:12:41.000Z,2025-04-06T17:13:33.000Z,jumboz2023@gmail.com,"3438_mai_white 1",3438_mai_white,1,no,,bd7d2f43-3a1c-4b56-9496-d51a07dc1cfe_1743959558.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,324c91f9-8ca2-42e6-8f03-6048a18a84f6,2025-04-06T17:11:47.000Z,2025-04-06T17:13:30.000Z,jumboz2023@gmail.com,"5025_mai_white 1",5025_mai_white,1,yes,,324c91f9-8ca2-42e6-8f03-6048a18a84f6_1743959504.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,b09d967d-2408-4c5a-9556-8e9a94dd9bae,2025-04-06T17:11:18.000Z,2025-04-06T17:13:32.000Z,jumboz2023@gmail.com,"5657_mai_white 1",5657_mai_white,1,yes,"barely alive, flowers soft with pollen",b09d967d-2408-4c5a-9556-8e9a94dd9bae_1743959444.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,f9218953-302b-4997-b233-d35e797e9789,2025-04-06T17:10:11.000Z,2025-04-06T17:13:29.000Z,jumboz2023@gmail.com,"652_mai_white 0",652_mai_white,0,no,,f9218953-302b-4997-b233-d35e797e9789_1743959406.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,78fd3d5b-9770-4ea9-b408-be013c3c71c4,2025-04-06T17:09:52.000Z,2025-04-06T17:13:28.000Z,jumboz2023@gmail.com,"54_mai_white 1",54_mai_white,1,no,,78fd3d5b-9770-4ea9-b408-be013c3c71c4_1743959389.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,89eab5f6-aad9-415b-9ce7-36075c26a128,2025-04-06T17:09:35.000Z,2025-04-06T17:13:26.000Z,jumboz2023@gmail.com,"1476_mai_white 0",1476_mai_white,0,no,,89eab5f6-aad9-415b-9ce7-36075c26a128_1743959371.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,2d013459-04c9-49eb-b7da-edab73a4d81b,2025-04-06T17:09:12.000Z,2025-04-06T17:13:24.000Z,jumboz2023@gmail.com,"6685_mai_blue 1",6685_mai_blue,1,no,"Barely alive",2d013459-04c9-49eb-b7da-edab73a4d81b_1743959348.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,767b7ed0-f61f-48c6-b50e-0229c108e40d,2025-04-06T17:08:16.000Z,2025-04-06T17:13:22.000Z,jumboz2023@gmail.com,"4859_mai_blue 1",4859_mai_blue,1,yes,"Flowers senesced",767b7ed0-f61f-48c6-b50e-0229c108e40d_1743959289.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,53443c93-2d78-4d83-b5bc-a98d75fd7b92,2025-04-06T17:07:37.000Z,2025-04-06T17:13:21.000Z,jumboz2023@gmail.com,"2743_mai_blue 0",2743_mai_blue,0,no,,53443c93-2d78-4d83-b5bc-a98d75fd7b92_1743959254.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,6c52cae3-8ef7-45cf-8937-6379f61cc29a,2025-04-06T17:07:18.000Z,2025-04-06T17:13:20.000Z,jumboz2023@gmail.com,"4883_mai_blue 1",4883_mai_blue,1,no,,6c52cae3-8ef7-45cf-8937-6379f61cc29a_1743959235.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,c6c9260c-6f3e-40da-b6e2-f4c610fe8323,2025-04-06T17:06:58.000Z,2025-04-06T17:13:19.000Z,jumboz2023@gmail.com,"2637_mai_blue 1",2637_mai_blue,1,no,,c6c9260c-6f3e-40da-b6e2-f4c610fe8323_1743959210.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,be840bba-29a7-40f2-9244-a2ee0d670ba3,2025-04-06T17:06:13.000Z,2025-04-06T17:13:16.000Z,jumboz2023@gmail.com,"4216_mai_blue 1",4216_mai_blue,1,no,"2 individuals",be840bba-29a7-40f2-9244-a2ee0d670ba3_1743959152.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,b74f4d19-83ea-446a-8380-6f99909031b6,2025-04-06T17:05:21.000Z,2025-04-06T17:13:15.000Z,jumboz2023@gmail.com,"860_mai_blue 0",860_mai_blue,0,no,,b74f4d19-83ea-446a-8380-6f99909031b6_1743959116.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,15b9abff-5f96-41c8-967b-f3c388e97931,2025-04-06T17:04:55.000Z,2025-04-06T17:13:13.000Z,jumboz2023@gmail.com,"6882_mai_blue 1",6882_mai_blue,1,no,,15b9abff-5f96-41c8-967b-f3c388e97931_1743959092.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,4667d965-b53d-4d9f-a418-c8e0023980bd,2025-04-06T17:04:24.000Z,2025-04-06T17:13:17.000Z,jumboz2023@gmail.com,"5567_mai_blue 1",5567_mai_blue,1,yes,"Flowers senesced, 2 individuals",4667d965-b53d-4d9f-a418-c8e0023980bd_1743959059.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,4af61945-90a0-46fe-8f59-103b03ce6ef7,2025-04-06T17:03:50.000Z,2025-04-06T17:13:12.000Z,jumboz2023@gmail.com,"2753_mai_blue 0",2753_mai_blue,0,no,,4af61945-90a0-46fe-8f59-103b03ce6ef7_1743959028.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,cb2ac650-03e2-4b96-b04c-230b28fbb5b4,2025-04-06T17:03:27.000Z,2025-04-06T17:13:09.000Z,jumboz2023@gmail.com,"4676_mai_blue 1",4676_mai_blue,1,yes,"flowers senesced",cb2ac650-03e2-4b96-b04c-230b28fbb5b4_1743959003.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,8d27b196-cadf-4da6-b2f3-770e3b42dbc5,2025-04-06T17:02:20.000Z,2025-04-06T17:13:08.000Z,jumboz2023@gmail.com,"4802_mai_blue 0",4802_mai_blue,0,no,,8d27b196-cadf-4da6-b2f3-770e3b42dbc5_1743958938.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,d73e436e-e317-4395-8a07-bcaae2bab566,2025-04-06T17:02:03.000Z,2025-04-06T17:13:01.000Z,jumboz2023@gmail.com,"2131_mai_blue 0",2131_mai_blue,0,no,,d73e436e-e317-4395-8a07-bcaae2bab566_1743958921.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,c5591a72-ac73-475a-8b5c-d626201cf83e,2025-04-06T17:01:43.000Z,2025-04-06T17:13:00.000Z,jumboz2023@gmail.com,"3665_mai_blue 0",3665_mai_blue,0,no,,c5591a72-ac73-475a-8b5c-d626201cf83e_1743958900.jpg
145ae3f3-1ebf-491d-a096-8daa4d8809fc,9fe24654-fe89-4095-a5dd-c7d3bbe4538f,2025-04-06T17:01:26.000Z,2025-04-06T17:12:58.000Z,jumboz2023@gmail.com,"543_mai_blue 0",543_mai_blue,0,no,,9fe24654-fe89-4095-a5dd-c7d3bbe4538f_1743958883.jpg
