obs,time,elapsed,date,hhmmss,averaging,machine,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_des,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
24,1743615885,3398,20250402 12:44:45,12:44:45,5,gibson,4061_mai_pink,1743615877,6.76E-05,0.067600653,1.002551209,1198.70725,638.8503376,57.10214957,107.1436558,0.003044278,2.73448526,0.003042396,0.001901667,49.61878891,25.77831917,25.77831917,3.330249055,42.67739068,1.396722667,3.272746165,1.933526388,-2.981188804,-43.27382118,-3.368744228,-0.004965299,0,0,1,0,47583,300.0076875,252.9067487,0.843000894,0.165391725,6,0.5,0: Broadleaf,2,1743615877,1198.70725,1200.0075,15.626325,15.546475,1191.82125,15.559325,500.0198125,89.2826375,0.100033538,25.48478125,24.9945375,999.9,0,0,9998.8325,0,175.2738125,-1.871361875,1217.15875,1218.95875,0.080678219,1200.0075,15.546475,1.3952325,1.388030625,11.865925,11.7874875,300.0076875,0.899977625,0.100022312,0,2.585575,0,732.1929375,2670.0025,36.4685,40.75,38.937,39.562,37.125,270.000625,30.01,0,1743615885,0,1743615908,12:45:08,1743615908,1743615903,24,0.569,0.001,6.886,0.067,1200,16,0.72,0.13,-1.864613,-0.05250406,0.058642853,1,0.080930275,-0.007012317,0.001181104,1,2,2,2-Feb,3.12477,2.72305,0.183118,0.183551,0.0743802,0.0741073,22124.1,19966.8,24208,23799.4,38203.2,36445.4,43643.1,42393.7,1.87122,1.84895,0.0831112,0,23.6357,999.9,39.342,26.647,15.447,53.5285,44.5152,1,-0.151641,-0.837473,20.255,5.23466,11.992,4.9575,3.304,999.9,9999,9999,9999,1.86832,1.864,1.87165,1.86242,1.86188,1.86844,1.85852,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.886,0.067,3.662195093,0.004507312,-2.84E-06,7.75E-10,-0.009302738,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.5,2.41455,2.34253,1.49902,2.34497,1.54419,2.22168,31.5643,15.5943,18,499.146,433.284,25.5892,25.4452,30.0001,25.3874,25.412,48.3238,-30,-30,25.5874,1200,0,97.8154,98.8411,NA
25,1743615991,3504,20250402 12:46:31,12:46:31,5,gibson,4061_mai_pink,1743615983,6.61E-05,0.066084978,1.325046862,1498.3105,745.3428311,66.61935278,133.9202198,0.002974698,2.733636069,0.002972901,0.001858224,49.61355385,25.78362811,25.78362811,3.331297128,42.67337434,1.396992596,3.273686736,1.934304532,-2.91434752,-43.32986116,-3.374326588,-0.004981428,0,0,1,0,47456,299.974875,252.8791871,0.843001225,0.165392364,6,0.5,0: Broadleaf,2,1743615983,1498.3105,1500.019375,15.62966875,15.55160625,1491.1675,15.55966875,500.0000625,89.28084375,0.099975381,25.48961875,24.9944375,999.9,0,0,9993.98125,0,175.5618125,-1.639854375,1522.169375,1523.715625,0.076782169,1500.019375,15.55160625,1.39531375,1.38846,11.86680625,11.7921875,299.974875,0.899966,0.100034,0,2.75523125,0,741.7760625,2669.700625,36.492125,40.75,38.937,39.562,37.125,269.9675,30.01,0,1743615991,0,1743616030,12:47:10,1743616030,1743616009,25,-0.074,0.003,7.143,0.07,1500,16,0.57,0.14,-1.636975,0.043774737,0.089615708,1,0.076501325,0.007067048,0.001088437,1,2,2,2-Feb,3.12461,2.72337,0.210193,0.210473,0.0743785,0.0741236,21389.9,19308.6,24206.1,23798.8,38202.3,36446.2,43639.2,42392.9,1.87118,1.8496,0.0837743,0,23.625,999.9,39.293,26.647,15.4276,54.4185,44.0345,1,-0.151072,-0.897111,20.2545,5.23451,11.992,4.95745,3.304,999.9,9999,9999,9999,1.86832,1.86399,1.87164,1.8624,1.86188,1.86838,1.85852,1.86499,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.143,0.07,4.232418687,0.004507312,-2.84E-06,7.75E-10,-0.008414926,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.5,2.88452,2.32788,1.4978,2.34497,1.54419,2.30835,31.5861,15.5855,18,499.194,433.735,25.6677,25.4538,30.0001,25.3971,25.4207,57.73,-30,-30,25.6726,1500,0,97.8071,98.8389,NA
27,1743617885,5398,20250402 13:18:05,13:18:05,5,gibson,TT24_104_mai_pink,1743617877,0.000399838,0.399838223,2.654789905,396.6286,151.8295371,13.57521762,35.46292549,0.018125216,2.735738882,0.018058766,0.011292679,49.62093955,25.89514408,25.89514408,3.353378919,43.05413858,1.426653651,3.313627211,1.926725268,-17.63286566,-29.67738552,-2.313024345,-0.002335968,2,0,1,0,47463,300.0248,252.9208224,0.84299972,0.16538946,6,0.5,0: Broadleaf,2,1743617877,396.6286,400.0045333,15.95614667,15.48401333,391.0746,15.88814667,500.0176667,89.31090667,0.100006953,25.69392667,24.98175333,999.9,0,0,10003.126,0,217.3225333,-3.579914,402.8542,406.2956,0.475841467,400.0045333,15.48401333,1.425392,1.382890667,12.19047333,11.73132,300.0248,0.900021067,0.099978947,0,2.778093333,0,2755.466667,2670.194667,37.312,41.75,39.75,40.875,37.9958,270.028,30,0,1743617884,0,1743617908,13:18:28,1743617908,1743617906,27,0.195,0.003,5.554,0.068,400,15,0.8,0.26,-3.588718095,-0.062758442,0.045699975,1,0.475282238,0.011136312,0.001366264,1,2,2,2-Feb,3.1247,2.72327,0.0845256,0.0859572,0.075562,0.0738898,24752.5,22353.5,24169.3,23801.8,38087.6,36452.9,43576.9,42401.4,1.86425,1.84273,0.100523,0,23.3333,999.9,38.896,26.858,15.4581,54.4195,44.4351,1,-0.141631,-0.486038,20.2561,5.23496,11.9914,4.95745,3.304,999.9,9999,9999,9999,1.8683,1.86401,1.87164,1.86247,1.86188,1.86836,1.85852,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.554,0.068,3.975100163,0.004507312,-2.84E-06,7.75E-10,-0.010555761,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,28.8,29.1,1.00342,2.34863,1.49902,2.34497,1.54419,2.29248,31.7173,15.3666,18,495.934,430.537,24.9575,25.5938,30.0002,25.5032,25.525,20.1163,-30,-30,24.9622,400,0,97.6644,98.8561,NA
28,1743617985,5498,20250402 13:19:45,13:19:45,5,gibson,TT24_104_mai_pink,1743617977,0.000409633,0.409633007,1.81194688,297.68475,133.2592767,11.91245151,26.61094399,0.018550319,2.735023789,0.018480703,0.011556672,49.61695969,25.88076882,25.88076882,3.350525249,42.94287748,1.421981192,3.311331878,1.928544058,-18.06481561,-29.27264081,-2.281776949,-0.002273683,2,0,1,0,47259,299.999625,252.8996951,0.843000037,0.165390072,6,0.5,0: Broadleaf,2,1743617977,297.68475,300.0053125,15.90706875,15.42335,292.81875,15.84406875,500.0223125,89.2931125,0.099924894,25.68224375,24.95153125,999.9,0,0,10000.86375,0,217.601875,-1.920715,302.9065,304.7050625,0.495257875,300.0053125,15.42335,1.42142,1.3771975,12.1481,11.66886875,299.999625,0.900008125,0.099991875,0,2.76381875,0,2737.864375,2669.955625,37.375,41.812,39.812,40.937,38.003875,270.001875,30.000625,0,1743617985,0,1743618006,13:20:06,1743618006,1743618004,28,-0.407,-0.004,4.866,0.063,300,15,0.25,0.07,-1.9137875,-0.007506316,0.055462335,1,0.4952264,0.00281188,0.000951089,1,2,2,2-Feb,3.12455,2.7232,0.0670551,0.0684138,0.0753582,0.0736293,25223.4,22782.1,24167.9,23801.5,38092.5,36461.6,43574.6,42401.2,1.8636,1.84172,0.103414,0,23.2744,999.9,38.823,26.898,15.4686,54.3495,44.7075,1,-0.141443,-0.672968,20.2549,5.23451,11.9918,4.9574,3.304,999.9,9999,9999,9999,1.8683,1.86401,1.87164,1.86244,1.86188,1.86838,1.85852,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.866,0.063,4.169924914,0.004507312,-2.84E-06,7.75E-10,-0.007060065,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.3,1.3,0.802002,2.36694,1.4978,2.34497,1.54419,2.323,31.7392,15.3491,18,495.668,430.087,25.0558,25.6021,29.9999,25.518,25.542,16.1032,-30,-30,25.0756,300,0,97.659,98.8553,NA
29,1743618089,5602,20250402 13:21:29,13:21:29,5,gibson,TT24_104_mai_pink,1743618081,0.000417997,0.417997174,1.079170502,198.6171875,101.6454165,9.085490734,17.75323156,0.018903287,2.735097069,0.018831005,0.011775849,49.61200993,25.84339193,25.84339193,3.34311539,42.7241748,1.411802783,3.304458868,1.931312607,-18.43367539,-28.92662844,-2.253925699,-0.002219598,2,0,1,0,47233,299.9681875,252.8733227,0.843000469,0.165390905,6,0.5,0: Broadleaf,2,1743618081,198.6171875,200.01175,15.794775,15.301125,194.1641875,15.737775,500.0243125,89.28415,0.100015531,25.64721875,24.95864375,999.9,0,0,10002.30375,0,217.532625,-1.310523125,201.892375,203.1195625,0.505565188,200.01175,15.301125,1.41128625,1.366146875,12.03945,11.5469875,299.9681875,0.899996062,0.100003944,0,2.6269875,0,2717.269375,2669.666875,37.375,41.75,39.812,40.937,38.0155,269.97,30.001875,0,1743618088,0,1743618109,13:21:49,1743618107,1743618109,29,-0.089,-0.004,4.453,0.057,200,15,0.61,0.23,-1.30984,0.009618045,0.042388064,1,0.5052386,0.004488451,0.000878721,1,2,2,2-Feb,3.12469,2.72323,0.0471591,0.0484403,0.0749798,0.0731904,25763.6,23274.9,24169.9,23805.7,38108.9,36483.5,43577.4,42408.3,1.86415,1.84162,0.106297,0,23.1682,999.9,38.603,26.919,15.4011,54.4196,44.6234,1,-0.145727,-0.734297,20.2548,5.23451,11.9918,4.95745,3.304,999.9,9999,9999,9999,1.8683,1.86401,1.87165,1.86248,1.86188,1.86833,1.85852,1.86499,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.453,0.057,3.763228393,0.004507312,-2.84E-06,7.75E-10,-0.010995247,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.4,0.593262,2.36206,1.4978,2.34375,1.54419,2.40112,31.7611,15.3404,18,495.825,429.891,25.2008,25.564,29.9999,25.4968,25.5242,11.9091,-30,-30,25.227,200,0,97.6658,98.8724,NA
30,1743618192,5705,20250402 13:23:12,13:23:12,5,gibson,TT24_104_mai_pink,1743618184,0.000435476,0.435475603,0.237838574,99.6418625,76.83400447,6.867679991,8.906322533,0.019445843,2.733223571,0.019369309,0.012112669,49.62015481,25.9267028,25.9267028,3.359651171,42.25519333,1.403612295,3.321750972,1.956038876,-19.20447409,-28.21585374,-2.201942956,-0.00211598,2,0,1,0,47281,300.01925,252.9162128,0.84299995,0.165389904,6,0.5,0: Broadleaf,2,1743618184,99.6418625,99.979325,15.7032875,15.18894375,95.4298625,15.6482875,500.0203125,89.283325,0.100015594,25.73521875,24.97216875,999.9,0,0,9991.25,0,217.6159375,-0.469855313,101.0979375,101.5213125,0.52316975,99.979325,15.18894375,1.40282875,1.356119375,11.94825,11.43566875,300.01925,0.90001375,0.099986256,0,2.611,0,2703.628125,2670.139375,37.375,41.687,39.792625,40.875,38,270.021875,30.001875,0,1743618192,0,1743618213,13:23:33,1743618212,1743618213,30,0.131,-0.001,4.212,0.055,100,15,0.21,0.15,-0.471778143,-0.080208078,0.035077363,1,0.52139181,0.027783662,0.002880471,1,2,2,2-Feb,3.1246,2.72315,0.0243549,0.0255281,0.0746752,0.0727906,26383,23839.2,24172.2,23809.3,38122.5,36502.8,43580.7,42414.4,1.86478,1.84203,0.111818,0,23.137,999.9,38.402,26.929,15.3313,54.2295,44.7796,1,-0.15123,-0.764259,20.2548,5.23466,11.9912,4.95755,3.304,999.9,9999,9999,9999,1.86834,1.86401,1.87166,1.86246,1.86188,1.86834,1.85852,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.212,0.055,3.674663271,0.004507312,-2.84E-06,7.75E-10,-0.014682044,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.4,0.375977,2.3938,1.4978,2.34375,1.54419,2.38647,31.7611,15.3316,18,495.873,429.817,25.375,25.5007,29.9999,25.4565,25.4849,7.55502,-30,-30,25.3985,100,0,97.674,98.8868,NA
31,1743618300,5813,20250402 13:25:00,13:25:00,5,gibson,TT24_104_mai_pink,1743618292,0.000460933,0.460933205,-0.09274756,50.077125,55.45476195,4.95715888,4.476446317,0.020431017,2.734426352,0.020346587,0.012724173,49.61988499,25.96042746,25.96042746,3.366365224,41.90113832,1.395228213,3.329809806,1.971137012,-20.32715432,-27.17417953,-2.120512548,-0.001961407,2,0,1,0,47262,300.0181875,252.9152683,0.842999788,0.16538959,6,0.5,0: Broadleaf,2,1743618292,50.077125,49.99353125,15.60814375,15.0636875,45.973125,15.55614375,500.0279375,89.29105,0.099990656,25.77609375,24.99668125,999.9,0,0,9997.54,0,217.787875,-0.013483522,50.7730375,50.75815,0.554330438,49.99353125,15.0636875,1.394549375,1.34505125,11.85848125,11.31193125,300.0181875,0.900018875,0.099981156,0,2.75034375,0,2695.58625,2670.1325,37.375,41.562,39.75,40.812,38,270.02125,30,0,1743618300,0,1743618321,13:25:21,1743618320,1743618321,31,0.098,-0.001,4.104,0.052,50,15,0.3,0.23,-0.007356188,-0.094731479,0.052201506,1,0.553324095,0.014180416,0.001773357,1,2,2,2-Feb,3.12455,2.72318,0.0119097,0.0129653,0.0743558,0.0723614,26721.6,24150.8,24173.7,23813.2,38136.9,36524.5,43583.2,42421,1.86545,1.84295,0.113457,0,23.1325,999.9,38.158,26.929,15.2327,54.3796,44.5072,1,-0.156453,-0.741351,20.2551,5.23436,11.9896,4.95585,3.304,999.9,9999,9999,9999,1.86829,1.864,1.87164,1.86249,1.86188,1.86833,1.85852,1.86497,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.104,0.052,3.805629992,0.004507312,-2.84E-06,7.75E-10,-0.015207001,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.4,0.266113,2.40723,1.4978,2.34497,1.54419,2.40234,31.7173,15.3141,18,495.918,430.015,25.424,25.4423,29.9999,25.412,25.4413,5.37466,-30,-30,25.4279,50,0,97.6797,98.9025,NA
32,1743618407,5920,20250402 13:26:47,13:26:47,5,gibson,TT24_104_mai_pink,1743618399,0.000487118,0.487117917,3.007708981,396.1638667,162.1493633,14.49385315,35.41143048,0.021574559,2.737149785,0.02148053,0.013433745,49.61530203,25.95252824,25.95252824,3.364791562,41.79642045,1.391704976,3.329722883,1.973086586,-21.48190016,-26.10058394,-2.034623779,-0.001805852,2,0,1,0,47283,299.9888,252.8906384,0.843000267,0.165390515,6,0.5,0: Broadleaf,2,1743618399,396.1638667,400.0046,15.56964,14.99421333,390.5958667,15.50864,500.0119333,89.28583333,0.099982647,25.77565333,24.98755333,999.9,0,0,10014.33533,0,217.8876,-4.131534667,402.1336,406.0936,0.574462267,400.0046,14.99421333,1.390062667,1.338772,11.80966,11.24132,299.9888,0.9000026,0.099997427,0,2.64088,0,2709.049333,2669.855333,37.3624,41.5,39.708,40.75,37.9958,269.9913333,30.002,0,1743618406,0,1743618431,13:27:11,1743618431,1743618428,32,0.28,0.01,5.568,0.061,400,15,0.31,0.19,-4.1293835,-0.059595338,0.048710825,1,0.5735382,0.020592451,0.002318514,1,2,2,2-Feb,3.12458,2.72311,0.0844499,0.0859527,0.0741869,0.0721177,24762.8,22368.6,24176.5,23816.8,38153.5,36545.4,43586.9,42427.4,1.8662,1.84457,0.112772,0,23.1299,999.9,37.907,26.929,15.1328,53.9095,44.4591,1,-0.160981,-0.757141,20.2549,5.23481,11.9912,4.9574,3.304,999.9,9999,9999,9999,1.86829,1.864,1.87164,1.86249,1.86188,1.86838,1.85852,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.568,0.061,3.903439805,0.004507312,-2.84E-06,7.75E-10,-0.016315782,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.4,1.00342,2.37671,1.4978,2.34497,1.54419,2.35718,31.6736,15.2966,18,495.959,430.57,25.4665,25.385,29.9999,25.3615,25.3914,20.1294,-30,-30,25.4765,400,0,97.6891,98.9174,NA
33,1743618493,6006,20250402 13:28:13,13:28:13,5,gibson,TT24_104_mai_pink,1743618485,0.000494441,0.494440997,3.02832919,396.1372667,163.3006025,14.59539674,35.40575163,0.021843052,2.734080297,0.021746565,0.013600236,49.61948364,25.93656141,25.93656141,3.361612655,41.58255869,1.383423405,3.326931888,1.97818925,-21.80484796,-25.80302261,-2.01338177,-0.001768702,2,0,1,0,47382,300.0142,252.9120406,0.843000233,0.16539045,6,0.5,0: Broadleaf,2,1743618485,396.1372667,400.0061333,15.47843333,14.89431333,390.5572667,15.41943333,500.0217333,89.27747333,0.100009193,25.76150667,25.01333333,999.9,0,0,9997.001333,0,217.9154,-3.89199,402.3458,406.054,0.5937342,400.0061333,14.89431333,1.382735333,1.329726,11.7296,11.13914,300.0142,0.900003133,0.099996867,0,2.678273333,0,2714.302667,2670.084,37.312,41.458,39.687,40.7122,37.937,270.0126667,30.004,0,1743618493,0,1743618523,13:28:43,1743618523,1743618513,33,0.013,0,5.58,0.059,400,15,0.37,0.06,-3.881321905,0.085697143,0.067079024,1,0.594903143,-0.022363481,0.002622831,1,2,2,2-Feb,3.12448,2.7232,0.0844323,0.0859549,0.0738455,0.0717537,24764.3,22370.3,24177.3,23818.6,38169,36562.2,43588.4,42430.1,1.86637,1.8452,0.110567,0,23.1429,999.9,37.737,26.929,15.0656,54.5795,44.8918,1,-0.163968,-0.638314,20.2549,5.23466,11.9911,4.9573,3.304,999.9,9999,9999,9999,1.8683,1.864,1.87164,1.86249,1.86188,1.86836,1.85852,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.58,0.059,4.183384513,0.004507312,-2.84E-06,7.75E-10,-0.006356221,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1,1.1,1.0022,2.35107,1.49902,2.34497,1.54419,2.40845,31.6736,15.2791,18,495.78,430.656,25.1112,25.3461,30,25.3261,25.3559,20.1236,-30,-30,25.2839,400,0,97.6925,98.9242,NA
34,1743618609,6122,20250402 13:30:09,13:30:09,5,gibson,TT24_104_mai_pink,1743618601,0.000500972,0.500972202,4.761469998,593.9486667,231.0203309,20.64837024,53.08654837,0.02198608,2.734760263,0.021888353,0.013688965,49.61724207,25.94811293,25.94811293,3.363912236,41.21966881,1.37244163,3.329579469,1.991470606,-22.09287409,-25.53395804,-1.992141238,-0.001731294,2,0,1,0,47374,300.0001333,252.9002264,0.84300038,0.165390733,6,0.5,0: Broadleaf,2,1743618601,593.9486667,600.0193333,15.3553,14.76338,588.1776667,15.2993,500.0131333,89.27902667,0.099991,25.77492667,24.98308,999.9,0,0,10000.87333,0,217.9382,-5.818746,603.4736,609.0107333,0.602255,600.0193333,14.76338,1.37183,1.31806,11.60978,11.00640667,300.0001333,0.899996733,0.100003267,0,2.66728,0,2805.689333,2669.951333,37.312,41.437,39.6374,40.66633333,37.92873333,269.998,30.004,0,1743618609,0,1743618631,13:30:31,1743618631,1743618629,34,-0.264,-0.001,5.771,0.056,600,15,0.48,0.14,-5.806107,-0.006146165,0.069608106,1,0.6019898,0.002746466,0.001395924,1,2,2,2-Feb,3.12453,2.72326,0.114403,0.115879,0.0734243,0.0712945,23955.5,21641,24178.8,23821.5,38191.1,36587.5,43590.7,42435.7,1.86745,1.846,0.113174,0,23.1202,999.9,37.462,26.929,14.9554,54.4095,44.8838,1,-0.167584,-0.847465,20.2542,5.23481,11.9917,4.9574,3.304,999.9,9999,9999,9999,1.86829,1.86399,1.87164,1.86248,1.86188,1.86835,1.85852,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.771,0.056,4.196079386,0.004507312,-2.84E-06,7.75E-10,-0.006814728,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.6,1.38306,2.35229,1.49902,2.34497,1.54419,2.30713,31.6298,15.2791,18,496.029,430.741,25.5704,25.2979,30,25.2777,25.3073,27.7231,-30,-30,25.5753,600,0,97.6978,98.9368,NA
35,1743618718,6231,20250402 13:31:58,13:31:58,5,gibson,TT24_104_mai_pink,1743618710,0.000473005,0.473005274,6.021636798,792.3535,301.934093,26.99310334,70.83691576,0.020563307,2.73397014,0.020477768,0.012806261,49.61696847,25.97723431,25.97723431,3.369715579,40.77382963,1.359313374,3.33378882,2.010402205,-20.85953257,-26.67688672,-2.082440328,-0.001891148,3,1,1,0,47461,299.999875,252.899889,0.842999981,0.165389964,6,0.5,0: Broadleaf,2,1743618710,792.3535,800.0289375,15.2047375,14.64578125,786.4075,15.1487375,500.0176875,89.300675,0.099972262,25.79624375,25.07068125,999.9,0,0,9993.74875,0,211.947,-7.52304125,804.747375,811.92,0.56595275,800.0289375,14.64578125,1.3584175,1.307878125,11.46123125,10.88968125,299.999875,0.900007438,0.099992563,0,2.70218125,0,2912.646875,2669.958125,37.25,41.375,39.625,40.625,37.88275,270.001875,30,0,1743618718,0,1743618744,13:32:24,1743618744,1743618738,35,-0.164,0.001,5.946,0.056,800,15,0.46,0.2,-7.515035238,-0.036265714,0.056486003,1,0.569415524,-0.058657636,0.006178189,1,2,2,2-Feb,3.12454,2.7231,0.13985,0.141237,0.0729065,0.0708956,23268.1,21021.6,24179.3,23822.4,38214.7,36607.3,43590.6,42438.1,1.86738,1.84737,0.113286,0,23.1915,999.9,37.236,26.898,14.8341,53.9195,44.8157,1,-0.169403,-0.0229521,20.257,5.23481,11.992,4.9569,3.304,999.9,9999,9999,9999,1.86829,1.86399,1.87165,1.86249,1.86188,1.86836,1.85852,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.946,0.056,3.932034315,0.004507312,-2.84E-06,7.75E-10,-0.007913577,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.5,1.74072,2.32544,1.4978,2.34497,1.54419,2.39014,31.6298,15.2703,18,495.72,431.269,24.815,25.2682,30.0001,25.2445,25.2727,34.8887,-30,-30,24.7717,800,0,97.6984,98.9418,NA
36,1743618836,6349,20250402 13:33:56,13:33:56,5,gibson,TT24_104_mai_pink,1743618828,0.000411938,0.411937847,6.726202114,991.4515333,361.1113507,32.28475761,88.63961869,0.01783545,2.736448387,0.01777112,0.011112711,49.62408084,25.93991281,25.93991281,3.362279684,40.45712797,1.344432375,3.323103845,2.017847309,-18.16645907,-29.18477806,-2.275102308,-0.002258603,2,0,1,0,47494,300.0444,252.9372932,0.842999547,0.165389125,6,0.5,0: Broadleaf,2,1743618828,991.4515333,1000.012867,15.03774,14.55086,985.2315333,14.97974,500.0122,89.30393333,0.099951487,25.74208667,24.97308667,999.9,0,0,10008.13,0,213.9183333,-8.586222,1006.567333,1014.778667,0.490621667,1000.012867,14.55086,1.343264,1.299448,11.29186667,10.7925,300.0444,0.9000206,0.099979413,0,2.686833333,0,2997.901333,2670.364667,37.25413333,41.458,39.625,40.68286667,37.92046667,270.0453333,30,0,1743618835,0,1743618877,13:34:37,1743618877,1743618855,36,0.015,0.004,6.22,0.058,1000,15,0.49,0.16,-8.6157375,0.552430827,0.066750094,0,0.491746,-0.035590015,0.003667875,1,1,2,2-Jan,3.12432,2.72331,0.162285,0.163544,0.0722938,0.0705629,22658.8,20474.9,24176.4,23821.3,38237.6,36620.3,43585.4,42435.9,1.86715,1.84767,0.107266,0,23.2204,999.9,36.992,26.898,14.7363,53.8796,44.8357,1,-0.16688,-0.654385,20.2552,5.23511,11.9915,4.9577,3.304,999.9,9999,9999,9999,1.86831,1.864,1.87164,1.86249,1.86188,1.86836,1.85852,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.22,0.058,3.768111386,0.004507312,-2.84E-06,7.75E-10,-0.006640746,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.6,2.08252,2.33643,1.49902,2.34497,1.54419,2.39258,31.6298,15.2528,18,495.61,431.444,25.1242,25.2895,30.0001,25.2474,25.2727,41.7241,-30,-30,25.1269,1000,0,97.6867,98.9368,NA
