obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
24,1743785394,2818.5,20250404 11:49:54,11:49:54,5,4804_mai_pinkblue,albert,1743785386,0.000142132,0.142131817,1.983688346,1197.409,681.8297977,61.73912019,108.4243875,0.006577895,2.756846212,0.006569188,0.004106524,83.51568417,25.64502882,25.64502882,3.304029549,43.47294314,1.39573814,3.210590402,1.908291409,-6.268013128,-71.73469078,-5.526380875,-0.013400614,0,0,1,0,48245,468.5445333,384.9093154,0.82149996,0.178244923,6,0.5,0: Broadleaf,2,1743785386,1197.409,1199.993667,15.41414667,15.24621667,1197.023,15.35714667,499.9975333,90.44923667,0.09993029,25.16238,25.00553667,999.9,0,0,10001.70167,0,168.5668,-2.734935667,1216.005667,1218.571333,0.1714527,1199.993667,15.24621667,1.394516,1.379009,11.85813333,11.68876667,299.9777333,0.900000933,0.09999891,0,2.070773333,0,1341.172667,2534.471333,36.36426667,41.05396667,38.33933333,40.70186667,37.1497,269.981,29.997,0,1743785397,0,1743785412,11:50:12,1743785412,1743785411,24,0.149,-0.001,0.386,0.057,1200,15,0.55,0.14,-2.76655775,0.406536248,0.067279412,1,2.066426471,0.07671963,0.150585237,-1,0.1717485,-0.004729914,0.000938838,1,2,2,2-Feb,3.13045,2.77779,0.175932,0.177347,0.0790072,0.0786634,24914.8,24120.2,30764,29561,39105.1,35818.3,47049,43895.1,1.85615,1.9399,0.0485852,0,24.2073,999.9,38.5,26.5,14.7927,63.8147,18.3814,1,-0.0803354,0.115354,20.2657,5.2387,11.968,4.972,3.29078,9999,9999,9999,999.9,4.97275,1.8765,1.87452,1.87731,1.87409,1.87776,1.87485,1.87595,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.386,0.057,-0.241417377,0.00067337,-5.61E-07,2.77E-10,-0.059596524,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.4,2.54883,2.49878,1.39893,2.35474,1.44897,2.48291,31.5861,15.6556,18,475.358,498.015,23.913,25.9859,30.0001,25.6932,25.7527,51.0312,-30,-30,23.8982,1200,0,101.687,100.995,NA
25,1743785492,2916.5,20250404 11:51:32,11:51:32,5,4804_mai_pinkblue,albert,1743785484,0.000143509,0.143508815,2.48247847,1496.799613,858.6912063,77.74797405,135.5238491,0.006656025,2.756274439,0.006647108,0.004155243,83.54202424,25.65704851,25.65704851,3.306386518,43.65002613,1.402437433,3.212913159,1.903949084,-6.328738724,-71.70107225,-5.525607969,-0.013394699,0,0,1,0,48165,468.6926452,385.0309581,0.821499894,0.178244795,6,0.5,0: Broadleaf,2,1743785484,1496.799613,1500.036452,15.4892871,15.31973871,1495.791613,15.4292871,499.9845806,90.44243871,0.099974535,25.17452581,25.0109871,999.9,0,0,9999.069677,0,168.6910323,-3.65834129,1519.92129,1523.374516,0.170237548,1500.036452,15.31973871,1.400951935,1.385556452,11.92793548,11.76047742,300.0016129,0.899999032,0.10000101,0,2.011603226,0,1351.084839,2534.670645,36.61664516,41.655,38.84051613,41.63893548,37.67112903,270.0009677,29.99774194,0,1743785495,0,1743785511,11:51:51,1743785511,1743785509,25,0.42,0.001,1.008,0.06,1500,15,0.43,0.07,-3.67914725,0.493403189,0.092348181,1,2.029379412,0.266079453,0.213361237,-1,0.170033575,0.00305848,0.000675392,1,2,2,2-Feb,3.13043,2.77784,0.201286,0.20296,0.0792561,0.0789227,24146.7,23366.8,30762,29557.8,39094.2,35806.7,47046.5,43891.1,1.85592,1.93957,0.048466,0,24.2134,999.9,38.5,26.5,14.7932,64.1546,18.5577,1,-0.0762221,0.269357,20.2659,5.2399,11.968,4.9733,3.291,9999,9999,9999,999.9,4.97274,1.87645,1.87451,1.8773,1.87409,1.87776,1.87485,1.87594,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.008,0.06,-0.092074991,0.00067337,-5.61E-07,2.77E-10,-0.060536829,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.4,3.03955,2.50366,1.39893,2.35474,1.44897,2.51221,31.6736,15.6381,18,475.48,498.121,23.7893,26.0243,30.0005,25.729,25.7889,60.8386,-30,-30,23.7777,1500,0,101.682,100.985,NA
27,1743786986,4410.4,20250404 12:16:26,12:16:26,5,2776_mai_whiteblue,albert,1743786978,0.000417755,0.417754865,2.424174119,396.9026333,200.1467434,18.11432023,35.92175061,0.020801708,2.755009709,0.020714844,0.012954551,77.91326732,25.51259528,25.51259528,3.278157361,46.81630781,1.50113698,3.20644034,1.777020382,-18.42298953,-55.24283391,-4.255398622,-0.007954744,1,0,1,0,48228,437.1142,359.0892359,0.821499818,0.178244649,6,0.5,0: Broadleaf,2,1743786978,396.9026333,400.0105,16.58619667,16.09322333,397.0376333,16.51819667,500.018,90.40516667,0.100029293,25.14066,24.98408,999.9,0,0,9995.706667,0,137.1192667,-3.040417667,403.6689,406.5533,0.501595267,400.0105,16.09322333,1.500256333,1.454910333,12.97078333,12.50236,299.9949333,0.900015033,0.099984993,0,1.985963333,0,1945.323333,2534.627667,36.44973333,38.7498,37.54756667,37.756,36.3351,270.0003333,29.996,0,1743786989,0,1743787005,12:16:45,1743787003,1743787005,27,-0.068,-0.001,-0.135,0.068,400,16,0.19,0.14,-3.031929024,-0.080262857,0.018740783,1,2.00295,-0.157838047,0.175077859,-1,0.501178805,0.006310767,0.000895346,1,2,2,2-Feb,3.13026,2.77775,0.0827383,0.083637,0.0832648,0.0817648,27746.8,26862,30779.5,29554.1,38936.1,35680.7,47074.5,43884.2,1.85378,1.93902,0.0601634,0,24.0064,999.9,39,27.2,15.6216,63.9147,18.9984,1,-0.0931555,-0.201879,20.2631,5.23721,11.968,4.97185,3.291,9999,9999,9999,999.9,4.97274,1.87639,1.87452,1.87731,1.87408,1.87775,1.87485,1.87592,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.135,0.068,-0.263792059,0.00067337,-5.61E-07,2.77E-10,-0.062054022,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,22.8,22.8,1.06201,2.49878,1.39893,2.35352,1.44897,2.56104,32.2666,15.4192,18,473.322,496.446,24.3136,25.8229,30,25.5788,25.6433,21.298,-30,-30,24.319,400,0,101.741,100.97,NA
28,1743787077,4501.4,20250404 12:17:57,12:17:57,5,2776_mai_whiteblue,albert,1743787069,0.000431775,0.431774696,1.664979292,297.8418387,166.7911885,15.09462273,26.95472243,0.021632901,2.755411441,0.021538987,0.01347027,77.95428836,25.48401525,25.48401525,3.272597252,47.04755968,1.506313791,3.20168315,1.766283461,-19.04126409,-54.70834374,-4.212478445,-0.007797918,1,0,1,0,48133,437.3430968,359.2773893,0.821500081,0.178245156,6,0.5,0: Broadleaf,2,1743787069,297.8418387,299.9940968,16.64432903,16.13483226,298.0538387,16.57432903,500.0087742,90.40011613,0.100004832,25.11573226,24.99962903,999.9,0,0,9998.642581,0,137.358,-2.113936774,302.9242258,304.9138065,0.516181839,299.9940968,16.13483226,1.505255161,1.45859129,13.02163871,12.54085484,299.9850968,0.899987,0.100013,0,2.051487097,0,1929.253226,2534.522258,35.85458065,38.83851613,37.09851613,37.66106452,35.98745161,269.983871,30,0,1743787080,0,1743787096,12:18:16,1743787094,1743787096,28,-0.039,0.001,-0.212,0.07,300,16,0.26,0.19,-2.091992927,-0.445325226,0.061331112,1,2.047185294,0.120603516,0.212487495,-1,0.515863512,0.008831185,0.001028349,1,2,2,2-Feb,3.13033,2.77772,0.0660165,0.0666754,0.083465,0.0819142,28253.6,27359.1,30780.6,29553.9,38927.4,35673.5,47076,43884,1.85373,1.93827,0.0592135,0,24.0226,999.9,39,27.3,15.7138,64.1746,18.8862,1,-0.0938084,-0.000288671,20.2648,5.23826,11.968,4.97255,3.291,9999,9999,9999,999.9,4.97274,1.87644,1.87453,1.8773,1.8741,1.87775,1.87485,1.87592,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.212,0.07,-0.331880129,0.00067337,-5.61E-07,2.77E-10,-0.062909627,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,0.848389,2.50732,1.39893,2.35352,1.44897,2.49023,32.2887,15.4104,18,473.195,495.807,24.3645,25.8121,30,25.564,25.6282,17.0251,-30,-30,24.3656,300,0,101.744,100.97,NA
29,1743787170,4593.9,20250404 12:19:29,12:19:29,5,2776_mai_whiteblue,albert,1743787162,0.000439964,0.439964064,0.973507051,198.7152333,122.8015522,11.11400812,17.98448536,0.022092811,2.755386447,0.02199487,0.013755557,77.95459773,25.48912841,25.48912841,3.273591387,47.17618619,1.511095024,3.203088561,1.762496363,-19.40241524,-54.37293266,-4.186952904,-0.007703076,1,0,1,0,48006,437.3463667,359.2799338,0.821499757,0.17824453,6,0.5,0: Broadleaf,2,1743787162,198.7152333,199.9883667,16.69648,16.17733333,199.0672333,16.62748,499.9953667,90.40379,0.100018203,25.1231,25.00077333,999.9,0,0,9998.088333,0,137.3462,-1.178318,202.1879,203.2768333,0.529165633,199.9883667,16.17733333,1.510331333,1.462492333,13.07317,12.58157667,300.0001667,0.900011267,0.099988717,0,2.024286667,0,1923.932667,2534.669667,36.24973333,40.00806667,37.74146667,39.2872,36.6456,270.0036667,29.995,0,1743787172,0,1743787188,12:19:48,1743787186,1743787188,29,-0.095,-0.002,-0.352,0.069,200,16,0.3,0.19,-1.15841425,-0.479162364,0.048908279,1,2.044388235,-0.207770814,0.20308894,-1,0.52888255,0.003487227,0.000853609,1,2,2,2-Feb,3.1304,2.7779,0.0469443,0.0473339,0.0836647,0.0820771,28831.8,27926.2,30781.7,29553.9,38919,35665.5,47077.9,43883.8,1.85408,1.93808,0.0596792,0,24.0206,999.9,39.1,27.3,15.7526,64.2746,18.9383,1,-0.0947307,-0.208325,20.2645,5.23691,11.968,4.9716,3.29063,9999,9999,9999,999.9,4.97275,1.87647,1.87451,1.87731,1.8741,1.87775,1.87485,1.87595,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.352,0.069,-0.371074028,0.00067337,-5.61E-07,2.77E-10,-0.061463722,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.2,0.625,2.52319,1.39893,2.35352,1.44897,2.42676,32.3107,15.3929,18,473.294,495.558,24.4062,25.8012,30.0001,25.5511,25.6153,12.558,-30,-30,24.4059,200,0,101.748,100.969,NA
30,1743787262,4685.9,20250404 12:21:01,12:21:01,5,2776_mai_whiteblue,albert,1743787254,0.000450225,0.450224554,0.23268088,99.65446667,80.27797984,7.265738422,9.019450774,0.022646284,2.755984125,0.022543409,0.014098835,77.93501454,25.49802112,25.49802112,3.275320997,47.28328247,1.515601062,3.205363467,1.759719935,-19.85490283,-53.93492982,-4.152758634,-0.007576739,1,0,1,0,48052,437.2359,359.1892408,0.821499883,0.178244775,6,0.5,0: Broadleaf,2,1743787254,99.65446667,99.98751,16.74563333,16.21443333,100.0784667,16.67663333,500.021,90.40719333,0.10004709,25.13502,25.00378333,999.9,0,0,10001.24933,0,137.2381,-0.313488267,101.3726333,101.6355333,0.5399994,99.98751,16.21443333,1.51472,1.465900333,13.11757667,12.61706333,299.9978,0.900005467,0.099994517,0,2.00262,0,1942.250667,2534.645667,36.12893333,40.6332,38.21633333,40.35393333,37.0996,269.9993333,29.99733333,0,1743787264,0,1743787279,12:21:18,1743787279,1743787279,30,-0.02,0,-0.424,0.069,100,16,0.19,0.13,-0.303265575,-0.349822773,0.044486609,1,1.9886,0.253558444,0.189608163,-1,0.539383025,0.011518165,0.001183692,1,2,2,2-Feb,3.13033,2.77761,0.024947,0.025034,0.083843,0.0822119,29498.8,28579.1,30783.1,29552.8,38911.4,35657.5,47080,43882.4,1.85408,1.9377,0.0594929,0,24.0206,999.9,39.1,27.3,15.7542,63.9846,18.9864,1,-0.0956428,-0.200458,20.2647,5.24005,11.968,4.97315,3.291,9999,9999,9999,999.9,4.97275,1.87647,1.87453,1.87733,1.87415,1.87775,1.87485,1.87594,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.424,0.069,-0.466412282,0.00067337,-5.61E-07,2.77E-10,-0.063512913,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.2,0.393066,2.5354,1.39893,2.35352,1.44897,2.55127,32.3328,15.3929,18,473.207,495.191,24.3867,25.7903,30,25.5381,25.6024,7.89029,-30,-30,24.3828,100,0,101.753,100.966,NA
31,1743787347,4770.9,20250404 12:22:26,12:22:26,5,2776_mai_whiteblue,albert,1743787339,0.000460897,0.460896758,-0.172652715,50.18204839,60.36620703,5.463389327,4.5416812,0.023215125,2.756131262,0.023107036,0.014451567,77.93974088,25.50669731,25.50669731,3.277009264,47.37642304,1.519636851,3.207580382,1.757372413,-20.32554703,-53.50202235,-4.119626838,-0.007455333,1,0,1,0,48238,437.2640323,359.2122022,0.821499542,0.178244116,6,0.5,0: Broadleaf,2,1743787339,50.18204839,50.00261935,16.79080645,16.24701613,50.67404839,16.71980645,499.9992581,90.40415484,0.099946645,25.14662903,25.00353871,999.9,0,0,10002.45645,0,137.248,0.217505419,51.07815484,50.82844194,0.551208419,50.00261935,16.24701613,1.518629355,1.468796774,13.15702903,12.64716129,300.0160323,0.900031,0.099968965,0,1.980454839,0,1964.306774,2534.820645,36.2436129,41.024,38.60870968,41.01796774,37.46551613,270.0248387,29.99258065,0,1743787349,0,1743787367,12:22:47,1743787362,1743787367,31,-0.038,0.001,-0.492,0.071,50,16,0.32,0.18,0.24813755,-0.495530116,0.062790241,1,2.013632353,-0.594705881,0.19959373,-1,0.5506237,0.011869711,0.001214435,1,2,2,2-Feb,3.13025,2.7778,0.0128688,0.0127704,0.0840041,0.0823331,29864.6,28937.2,30783.3,29551.2,38904,35650,47080.5,43880.1,1.85413,1.93775,0.0603124,0,24.0166,999.9,39.1,27.4,15.848,63.7047,18.9383,1,-0.0965244,-0.156283,20.2647,5.24065,11.968,4.97345,3.291,9999,9999,9999,999.9,4.97274,1.87652,1.87454,1.87739,1.87417,1.87777,1.87485,1.87598,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.492,0.071,-0.486632625,0.00067337,-5.61E-07,2.77E-10,-0.06360631,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.1,1.1,0.274658,2.56348,1.39893,2.35352,1.44897,2.45605,32.3549,15.3666,18,473.16,495.128,24.3281,25.7816,30.0001,25.5274,25.5917,5.53865,-30,-30,24.3267,50,0,101.754,100.961,NA
32,1743787446,4870.4,20250404 12:24:06,12:24:06,5,2776_mai_whiteblue,albert,1743787438,0.000475705,0.47570511,2.654859487,396.5932258,209.6903127,18.9758265,35.88951796,0.024061181,2.755024763,0.023945045,0.01497604,77.73455321,25.51592353,25.51592353,3.278805393,47.61942161,1.528747173,3.210343851,1.75005822,-20.97859536,-52.70298393,-4.060214662,-0.007240739,1,0,1,0,48047,436.1149355,358.2680291,0.821499105,0.178243272,6,0.5,0: Broadleaf,2,1743787438,396.5932258,400.0052581,16.89325484,16.33208387,396.7522258,16.82125484,500.0282581,90.39450968,0.100021303,25.16109032,25.00493548,999.9,0,0,9996.974194,0,136.1134839,-3.580983226,403.239871,406.6466129,0.570205387,400.0052581,16.33208387,1.527873871,1.476330645,13.25,12.7251871,300.0014516,0.900053806,0.099946158,0,1.96056129,0,1898.004839,2534.715806,36.90703226,41.379,38.94735484,41.57635484,37.84654839,270.0164516,29.98193548,0,1743787449,0,1743787467,12:24:27,1743787463,1743787467,32,0.168,0,-0.159,0.072,400,16,0.29,0.17,-3.60976878,0.470803693,0.054934698,1,1.987635294,-0.501323152,0.181247775,-1,0.570159171,0.000991882,0.000448434,1,2,2,2-Feb,3.13032,2.77774,0.082691,0.0836367,0.0843528,0.0826285,27753,26859.7,30784.6,29551.3,38896.4,35643.4,47083.2,43880.2,1.85443,1.9381,0.0601448,0,24.0085,999.9,39.1,27.4,15.8479,63.8447,19.0585,1,-0.0971367,-0.127696,20.2635,5.2402,11.968,4.97335,3.291,9999,9999,9999,999.9,4.97276,1.87651,1.87453,1.87734,1.8742,1.8778,1.87485,1.87599,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.159,0.072,-0.524190934,0.00067337,-5.61E-07,2.77E-10,-0.062685623,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.4,1.3,1.06323,2.51465,1.39893,2.35352,1.44897,2.57202,32.377,15.3666,18,473.26,495.266,24.3026,25.7729,30.0002,25.5185,25.5809,21.3109,-30,-30,24.2978,400,0,101.759,100.961,NA
33,1743787528,4952.4,20250404 12:25:28,12:25:28,5,2776_mai_whiteblue,albert,1743787520,0.00048219,0.482189894,2.635441162,396.5826129,213.7797759,19.34652716,35.88971997,0.024457786,2.754547779,0.024337779,0.015221845,77.80744028,25.51334524,25.51334524,3.278303375,47.75537741,1.532992852,3.210094727,1.745310523,-21.26457433,-52.50450896,-4.045545703,-0.007188711,0,0,1,0,48083,436.5193871,358.6006983,0.82150005,0.178245097,6,0.5,0: Broadleaf,2,1743787520,396.5826129,399.9748065,16.93962258,16.37076452,396.7716129,16.86862258,499.9719355,90.3974129,0.100049165,25.1597871,24.98775806,999.9,0,0,9993.830645,0,136.5296129,-3.363077742,403.4504839,406.6318065,0.57989029,399.9748065,16.37076452,1.532294516,1.479873871,13.29427097,12.76179355,299.9897742,0.89999329,0.1000067,0,1.941967742,0,1905.547742,2534.567419,37.25777419,41.61280645,39.23967742,41.91706452,38.12080645,269.99,30,0,1743787531,0,1743787549,12:25:48,1743787549,1743787545,33,-0.031,-0.002,-0.189,0.071,400,16,0.35,0.12,-3.3896945,0.329937861,0.046957643,1,1.939547059,-0.28220015,0.162073796,-1,0.5789585,0.012595114,0.001520704,1,2,2,2-Feb,3.13037,2.77797,0.0827316,0.083623,0.0845695,0.0828004,27750.6,26859.2,30783.4,29550.4,38885.5,35635.3,47081.4,43878.5,1.8558,1.93708,0.0611506,0,23.9883,999.9,39.1,27.5,15.9444,64.1346,19.0625,1,-0.0962449,-0.194202,20.2635,5.2405,11.9682,4.97335,3.291,9999,9999,9999,999.9,4.97276,1.87647,1.87452,1.87733,1.87412,1.87775,1.87484,1.87593,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.189,0.071,-0.356020443,0.00067337,-5.61E-07,2.77E-10,-0.062486734,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.1,1,1.06323,2.51221,1.39893,2.35352,1.44897,2.56592,32.4212,15.3666,18,473.993,494.58,24.3253,25.7751,30,25.5185,25.5809,21.3217,-30,-30,24.3364,400,0,101.755,100.957,NA
34,1743787624,5048.4,20250404 12:27:04,12:27:04,5,2776_mai_whiteblue,albert,1743787616,0.000496213,0.496213277,4.124975516,594.7027667,318.1817335,28.7864346,53.80375584,0.025288297,2.754369202,0.025160017,0.015736482,77.94270054,25.50865511,25.50865511,3.277390331,47.99693846,1.540592104,3.20977161,1.736798226,-21.88300553,-52.05566884,-4.011093287,-0.007067118,1,0,1,0,48144,437.2776,359.2236286,0.821500183,0.178245354,6,0.5,0: Broadleaf,2,1743787616,594.7027667,600.0068,17.02844667,16.44313667,594.8217667,16.95444667,500.0053333,90.37166,0.100015697,25.15809667,24.99554,999.9,0,0,9995.621667,0,137.2863,-5.311582333,605.0022333,610.0377,0.593244133,600.0068,16.44313667,1.539605,1.485992667,13.36726667,12.82480333,299.9913,0.899992133,0.10000788,0,2.014536667,0,1980.007667,2534.577333,36.6892,39.09976667,37.88733333,38.26016667,36.60393333,269.9903333,30.003,0,1743787627,0,1743787646,12:27:26,1743787646,1743787643,34,0.006,0.002,-0.119,0.074,600,16,0.57,0.18,-5.343148293,0.466735401,0.061859645,1,2.002920588,0.060255155,0.180135736,-1,0.592685902,0.013228411,0.001542418,1,2,2,2-Feb,3.13028,2.77768,0.111141,0.112468,0.084816,0.0830101,26889.9,26011.3,30782.1,29547.7,38875.1,35625.8,47079,43874.5,1.8543,1.93785,0.0610203,0,23.9864,999.9,39.2,27.5,15.987,64.1346,18.9463,1,-0.0943445,-0.192342,20.2618,5.24035,11.968,4.97345,3.291,9999,9999,9999,999.9,4.97277,1.87639,1.87445,1.8773,1.87408,1.87775,1.87483,1.87592,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.119,0.074,-0.38675087,0.00067337,-5.61E-07,2.77E-10,-0.0640126,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.3,1.46606,2.52441,1.39893,2.35352,1.44897,2.46338,32.4433,15.3316,18,473.253,495.176,24.3947,25.7928,30.0001,25.5274,25.5895,29.3568,-30,-30,24.3939,600,0,101.75,100.948,NA
35,1743787722,5146.4,20250404 12:28:42,12:28:42,5,2776_mai_whiteblue,albert,1743787714,0.000505392,0.505391533,5.180521813,793.3110645,452.831239,40.96223137,71.76137283,0.025939979,2.754657244,0.025805035,0.016140212,77.91782081,25.47716776,25.47716776,3.271266329,48.27383353,1.546826838,3.204275951,1.724439491,-22.28776661,-51.65816865,-3.978842306,-0.006956761,1,0,1,0,48084,437.1447419,359.1138647,0.821498763,0.178242612,6,0.5,0: Broadleaf,2,1743787714,793.3110645,800.0087097,17.09993548,16.50384516,793.5850645,17.02593548,500.0074839,90.35803548,0.100015642,25.12932258,24.99074194,999.9,0,0,9998.833871,0,137.1403871,-6.485443548,807.3373548,813.4335806,0.606884452,800.0087097,16.50384516,1.546092903,1.491256774,13.43177097,12.87880323,300.0043548,0.900079613,0.099920574,0,2.026529032,0,2051.289677,2534.762258,35.7396129,38.69732258,37.00380645,37.46951613,35.92106452,270.0267742,29.97548387,0,1743787725,0,1743787746,12:29:06,1743787746,1743787739,35,-0.215,-0.001,-0.274,0.074,800,17,0.2,0.14,-6.523849512,0.409608084,0.073239191,1,2.006011765,0.388751717,0.158606646,-1,0.606761341,0.002464265,0.000515233,1,2,2,2-Feb,3.13012,2.77773,0.13523,0.136782,0.0850548,0.0832132,26158.9,25297.6,30779.4,29546.5,38863.5,35618.3,47075.3,43873.1,1.85397,1.93795,0.0599585,0,24.0137,999.9,39.2,27.5,15.9895,64.1146,19.1186,1,-0.092439,-0.299404,20.2634,5.2396,11.968,4.9733,3.291,9999,9999,9999,999.9,4.97275,1.8764,1.87452,1.8773,1.87411,1.87777,1.87484,1.87593,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.274,0.074,-0.381089553,0.00067337,-5.61E-07,2.77E-10,-0.062358465,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.3,1.84448,2.5061,1.39893,2.35352,1.44897,2.56104,32.4875,15.3316,18,473.183,495.364,24.5487,25.8164,30.0002,25.5424,25.6031,36.9431,-30,-30,24.5503,800,0,101.742,100.944,NA
36,1743787823,5247.5,20250404 12:30:23,12:30:23,5,2776_mai_whiteblue,albert,1743787815,0.000505571,0.505571273,5.80542496,992.4414516,608.8159781,55.06940684,89.76959218,0.026017416,2.754833206,0.025881676,0.016188184,78.01510029,25.47672863,25.47672863,3.271180993,48.41853302,1.551373091,3.204089415,1.719807901,-22.29569316,-51.74141425,-3.984971156,-0.006978271,1,0,1,0,48040,437.6851613,359.5583127,0.821499892,0.178244791,6,0.5,0: Broadleaf,2,1743787815,992.4414516,1000.009903,17.15109677,16.55482903,992.5714516,17.07509677,500.0104516,90.35329677,0.099990958,25.12834516,24.98953548,999.9,0,0,10000.4,0,137.6896129,-7.64778129,1009.687419,1016.843548,0.604916452,1000.009903,16.55482903,1.55043871,1.495783548,13.47487097,12.92511935,299.9955484,0.900013355,0.099986639,0,2.010432258,0,2084.520968,2534.633226,35.97151613,40.00167742,37.78006452,39.27193548,36.62267742,270.0012903,29.99774194,0,1743787826,0,1743787843,12:30:43,1743787843,1743787842,36,0.076,0.002,-0.13,0.076,1000,17,0.28,0.15,-7.66344425,0.418454522,0.066388381,1,2.028673529,-0.063870134,0.180285999,-1,0.604667125,0.002715276,0.000671382,1,2,2,2-Feb,3.13018,2.7778,0.15636,0.158101,0.0852199,0.0833867,25518.3,24669.7,30777.7,29542.7,38856.1,35608.2,47073,43867.2,1.85363,1.9379,0.0592917,0,24.0166,999.9,39.2,27.6,16.0854,64.1355,19.0385,1,-0.09031,-0.279191,20.2633,5.2393,11.968,4.9718,3.291,9999,9999,9999,999.9,4.97275,1.87645,1.87452,1.87735,1.87414,1.87778,1.87484,1.87596,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.13,0.076,-0.595767516,0.00067337,-5.61E-07,2.77E-10,-0.063344613,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.4,2.20459,2.51465,1.39893,2.35229,1.44897,2.49268,32.5318,15.3228,18,473.128,495.498,24.5142,25.8418,30.0001,25.5618,25.6217,44.1497,-30,-30,24.5173,1000,0,101.737,100.931,NA
