obs,time,elapsed,date,hhmmss,averaging,machine,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,CO2_hrs,AccH2O_des,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
24,1743616229,4581.9,20250402 12:50:29,12:50:29,5,ozzie,1468_mai_white,1743616221,0.000349826,0.349826301,7.051819316,1191.035,381.7767072,34.12970223,106.4749869,0.014522792,2.73458116,0.014480079,0.009053877,49.6189854,25.7477084,25.7477084,3.324211597,37.15191856,1.219340272,3.282038503,2.104871325,-15.42733988,-31.72452451,-2.469789826,-0.00266881,0,0,1,0,47449,300.0077333,252.9068852,0.84300122,0.165392355,6,0.5,0: Broadleaf,2,1743616221,1191.035,1199.997333,13.63960667,13.22553333,1195.962,13.68260667,499.9908667,89.29701333,0.10001268,25.53252,25.01428667,999.9,0,0,9997.793333,0,179.718,-9.045328667,1207.441333,1216.08,0.4308792,1199.997333,13.22553333,1.219476,1.181,9.841466667,9.36418,300.0077333,0.899949,0.100051107,0,2.18752,0,2586.511333,2548.7,36.979,41.229,38.8204,40.65806667,37.4874,269.992,30.01266667,0,1743616228,0,1743616261,12:51:01,1743616261,1743616247,24,0.089,-0.005,-4.927,-0.043,1200,13,0.15,0.11,-9.077838,0.616489624,0.080156659,0,0.43289245,-0.044432977,0.004324443,1,1,2,2-Jan,3.13164,2.77816,0.183917,0.184265,0.0680135,0.0665951,30973.3,33162,34331,36836,45217,49360.3,53539.4,58828,1.99115,2.36905,0.0934117,0,23.4718,999.9,36.094,27.603,14.9874,54.2537,36.4022,2,-0.158049,-0.698777,20.1648,5.19857,12.004,4.97565,3.294,9999,999.9,9999,9999,1.86295,1.86783,1.86754,1.86884,1.86966,1.86569,1.86676,1.86816,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.927,-0.043,-2.882368141,-0.003392961,1.56E-06,-1.77E-10,-0.09316007,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,2.94922,2.58301,2.19849,2.64526,2.44629,2.27051,30.8253,15.4367,18,502.684,787.491,25.2978,25.3278,30,25.3367,25.276,59.0037,-30,-30,25.2889,1200,0,97.3352,95.3417,NA
25,1743616353,4705.9,20250402 12:52:33,12:52:33,5,ozzie,1468_mai_white,1743616345,0.00029396,0.293959996,7.391868122,1490.6,475.6128704,42.51329646,133.2392869,0.012133457,2.735718219,0.01210364,0.007567448,49.61473598,25.7662644,25.7662644,3.327870312,36.92385455,1.212083019,3.282655709,2.115787292,-12.96363582,-34.00745739,-2.646707119,-0.003064353,0,0,1,0,47408,299.9821333,252.8852964,0.843001193,0.165392303,6,0.5,0: Broadleaf,2,1743616345,1490.6,1499.996,13.56004667,13.21208,1495.48,13.60204667,500.0028667,89.28639333,0.099952373,25.53568667,25.0186,999.9,0,0,10005.74933,0,179.7742667,-9.488159333,1511.01,1520.078667,0.356149133,1499.996,13.21208,1.211459333,1.179660667,9.743114667,9.347302667,299.9821333,0.899955,0.100045127,0,2.228693333,0,2619.009333,2548.484667,37.42046667,41.6082,39.25,41.1996,37.89153333,269.9706667,30.01,0,1743616352,0,1743616375,12:52:55,1743616375,1743616371,25,0.089,0.001,-4.88,-0.042,1500,13,0.36,0.18,-9.529334,0.742233383,0.099354233,0,0.35787055,-0.040299835,0.003936827,1,1,2,2-Jan,3.13123,2.77797,0.211087,0.211383,0.067692,0.0665388,29942.9,32061.2,34330.1,36835.9,45234.5,49366.4,53537.6,58827.8,1.99025,2.36955,0.091996,0,23.5024,999.9,35.997,27.634,14.9746,54.6037,36.5345,2,-0.157668,-0.472527,20.1656,5.19887,12.004,4.9756,3.29398,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86877,1.86966,1.86569,1.86676,1.86817,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.88,-0.042,-2.794856192,-0.003392961,1.56E-06,-1.77E-10,-0.098501557,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.8,3.51196,2.57202,2.19849,2.64648,2.44507,2.28882,30.8469,15.4279,18,502.102,787.954,24.9551,25.3299,30.0002,25.3367,25.276,70.259,-30,-30,24.9523,1500,0,97.3323,95.3414,NA
27,1743617342,5695,20250402 13:09:02,13:09:02,5,ozzie,3438_mai_white,1743617334,0.000185573,0.185573004,1.054986333,398.6496875,165.3350504,14.78353493,35.64550631,0.007603679,2.734677676,0.007591953,0.004746022,49.62049807,25.72885842,25.72885842,3.320498515,36.39715538,1.190004455,3.269498517,2.13049406,-8.183769476,-38.44872809,-2.991918983,-0.003918478,0,0,1,0,47502,300.0193125,252.9164379,0.843000525,0.165391013,6,0.5,0: Broadleaf,2,1743617334,398.6496875,400.004375,13.3086875,13.088975,402.7876875,13.3506875,500.026,89.3156,0.100013319,25.46806875,25.001925,999.9,0,0,9996.286875,0,182.959625,-1.4453575,403.9371875,405.3094375,0.225160375,400.004375,13.088975,1.18916,1.16905,9.46652375,9.213136875,300.0193125,0.899972313,0.100027706,0,2.25233125,0,1418.710625,2548.811875,35.613,38.222375,36.97625,37.015375,35.8668125,270.009375,30.006875,0,1743617341,0,1743617363,13:09:23,1743617363,1743617360,27,0.094,0,-4.138,-0.042,400,13,0.31,0.13,-1.440141429,-0.093533766,0.025963386,1,0.225091476,0.001577844,0.000405644,1,2,2,2-Feb,3.13131,2.77814,0.0864436,0.0861174,0.0667513,0.0660808,34663,37144.6,34324.5,36832.4,45261.6,49373.1,53530.7,58824.6,1.98913,2.36585,0.0775233,0,23.729,999.9,35.551,27.805,14.9344,54.4228,36.6106,2,-0.154609,-0.330863,20.165,5.19872,12.004,4.9757,3.29398,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.8688,1.86966,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.138,-0.042,-3.103618852,-0.003392961,1.56E-06,-1.77E-10,-0.094273571,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,14.3,14.2,1.22803,2.58423,2.19849,2.64404,2.44507,2.29614,30.9552,15.2878,18,501.716,785.066,24.454,25.3765,30.0002,25.3735,25.3116,24.6083,-30,-30,24.4521,400,0,97.3185,95.3348,NA
28,1743617452,5805,20250402 13:10:52,13:10:52,5,ozzie,3438_mai_white,1743617444,0.000192695,0.192695405,0.718565867,299.059,145.1175583,12.97503697,26.73902198,0.007924161,2.734873109,0.007911428,0.004945785,49.6176847,25.67011986,25.67011986,3.308951377,36.39584034,1.185956282,3.258494024,2.122995095,-8.49786735,-38.15643463,-2.967239812,-0.003857091,0,0,1,0,47525,300.0073125,252.9058926,0.842999094,0.165388251,6,0.5,0: Broadleaf,2,1743617444,299.059,299.9904375,13.26416875,13.036,302.986,13.30816875,499.9969375,89.310525,0.099999294,25.41133125,24.99220625,999.9,0,0,9998.0175,0,182.47775,-0.90401075,303.1089375,303.95275,0.2346195,299.9904375,13.036,1.185206875,1.164253125,9.41702375,9.152140625,300.0073125,0.900034063,0.099966019,0,2.27495625,0,1427.043125,2548.760625,35.812125,39.7301875,37.531,38.617,36.31225,270.0175,29.991875,0,1743617451,0,1743617472,13:11:12,1743617472,1743617470,28,-0.024,0,-3.927,-0.044,300,13,0.32,0.11,-0.902226,-0.091055922,0.018398394,1,0.234440429,0.001623351,0.000397308,1,2,2,2-Feb,3.13143,2.77799,0.0689312,0.0685232,0.0665687,0.0658539,35324.8,37855.6,34322.2,36828.6,45266,49378,53527.5,58818.5,1.98875,2.3644,0.0739098,0,23.7713,999.9,35.454,27.815,14.9022,54.0728,36.5625,2,-0.150828,-0.366811,20.1663,5.19902,12.004,4.9755,3.29398,9999,999.9,9999,9999,1.86295,1.86783,1.86754,1.86876,1.86966,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.927,-0.044,-3.010096994,-0.003392961,1.56E-06,-1.77E-10,-0.094090561,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.5,0.979004,2.58667,2.19849,2.64404,2.44507,2.29004,30.9985,15.2791,18,501.774,784.191,24.5024,25.4153,30.0003,25.4058,25.3428,19.6195,-30,-30,24.5049,300,0,97.3123,95.3249,NA
29,1743617555,5908,20250402 13:12:35,13:12:35,5,ozzie,3438_mai_white,1743617547,0.000200839,0.200838957,0.339073521,199.543375,127.0802319,11.36326154,17.84277164,0.008222768,2.734500149,0.008209056,0.00513189,49.61618063,25.6857106,25.6857106,3.312012862,36.15306278,1.179294464,3.261948983,2.132718399,-8.856998004,-37.82092933,-2.942044329,-0.003791027,0,0,1,0,47594,299.9993125,252.8990548,0.842998781,0.165387648,6,0.5,0: Broadleaf,2,1743617547,199.543375,199.9983125,13.18855625,12.95075,203.184375,13.23555625,500.0461875,89.3179875,0.100023181,25.4291625,25.00285625,999.9,0,0,9994.96375,0,182.700625,-0.474884125,202.1915,202.622375,0.245073625,199.9983125,12.95075,1.178625,1.15673625,9.334265625,9.056085,299.9993125,0.900030563,0.099969513,0,2.2839625,0,1434.72375,2548.69125,36.3435,40.784875,38.1871875,40.14425,36.937125,270.009375,29.9875,0,1743617554,0,1743617574,13:12:54,1743617573,1743617574,29,0.022,-0.001,-3.641,-0.047,200,13,0.29,0.13,-0.467291048,-0.121311506,0.027909709,0,0.244956,0.002264494,0.000621744,1,1,2,2-Jan,3.13116,2.77799,0.0490587,0.0485363,0.0662749,0.065515,36075.8,38664.5,34319.5,36825.5,45275.1,49389.9,53523.7,58814,1.9878,2.36355,0.0736564,0,23.7893,999.9,35.252,27.845,14.8417,54.5128,36.5986,2,-0.147312,-0.327617,20.1666,5.19827,12.004,4.97545,3.29398,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86878,1.86966,1.86569,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.641,-0.047,-3.034521407,-0.003392961,1.56E-06,-1.77E-10,-0.094305808,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.4,0.716553,2.59644,2.19849,2.64404,2.44629,2.29736,31.0202,15.2791,18,501.494,783.914,24.471,25.4572,30.0002,25.4417,25.3768,14.3833,-30,-30,24.4874,200,0,97.3051,95.3173,NA
30,1743617665,6018,20250402 13:14:25,13:14:25,5,ozzie,3438_mai_white,1743617657,0.000207184,0.207184022,-0.028949132,100.0065,101.5404072,9.079850266,8.942686669,0.008430568,2.734260119,0.008416153,0.005261389,49.61958743,25.70451277,25.70451277,3.315708254,35.81217666,1.169600564,3.265929841,2.146107689,-9.136815377,-37.56364815,-2.922864685,-0.003740782,0,0,1,0,47498,300.012625,252.9109016,0.843000862,0.165391665,6,0.5,0: Broadleaf,2,1743617657,100.0065,99.996625,13.0797,12.8343375,103.3875,13.1307,500.013125,89.32103125,0.100023075,25.4496875,24.9996375,999.9,0,0,9993.195625,0,182.4464375,0.043838975,101.3670625,101.2966875,0.253282688,99.996625,12.8343375,1.169000625,1.1463775,9.21251625,8.92282125,300.012625,0.899976063,0.100023981,0,2.20515625,0,1444.23875,2548.761875,36.886625,41.48425,38.777125,41.167625,37.492,270.00375,30.01,0,1743617664,0,1743617683,13:14:43,1743617682,1743617683,30,-0.034,0,-3.381,-0.051,100,13,0.45,0.06,0.047992705,-0.037585538,0.01785258,1,0.25327185,-0.00062585,0.000390198,1,2,2,2-Feb,3.13131,2.77793,0.026297,0.025584,0.0658517,0.0650578,36937.3,39594,34317.5,36822.4,45291.2,49408.1,53520.8,58809.9,1.98757,2.36235,0.0746548,0,23.7733,999.9,35.057,27.875,14.7855,54.3728,36.5385,2,-0.144334,-0.337214,20.1666,5.19797,12.004,4.9756,3.29398,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86876,1.86966,1.86569,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.381,-0.051,-3.012833057,-0.003392961,1.56E-06,-1.77E-10,-0.094835982,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.5,0.443115,2.61353,2.19849,2.64404,2.44507,2.28149,31.0853,15.2615,18,501.669,783.302,24.4677,25.4937,30.0001,25.4763,25.4101,8.91505,-30,-30,24.4714,100,0,97.2997,95.3101,NA
31,1743617774,6127,20250402 13:16:14,13:16:14,5,ozzie,3438_mai_white,1743617766,0.00021541,0.215410359,-0.185524567,50.25668125,81.77224111,7.311171623,4.493397965,0.008710051,2.735150655,0.008694671,0.005435549,49.62036108,25.72204162,25.72204162,3.319156628,35.46190965,1.159530367,3.269791102,2.159626262,-9.499596811,-37.22808147,-2.896355117,-0.003672323,0,0,1,0,47231,300.01925,252.9163196,0.843000306,0.165390591,6,0.5,0: Broadleaf,2,1743617766,50.25668125,50.04705,12.9688375,12.71370625,53.47168125,13.0208375,500.0173125,89.30900625,0.099960944,25.469575,24.9900625,999.9,0,0,9999.83875,0,183.0090625,0.200975756,50.90853125,50.69153125,0.260790375,50.04705,12.71370625,1.158738125,1.135446875,9.0817275,8.781056875,300.01925,0.899989188,0.100010869,0,2.22934375,0,1451.33625,2548.826875,37.3749375,41.976375,39.277125,41.812,37.960625,270.014375,30.005,0,1743617773,0,1743617792,13:16:32,1743617791,1743617792,31,0.008,0.001,-3.215,-0.052,50,13,0.3,0.1,0.203056433,-0.078539813,0.048117217,1,0.26074881,-0.000365766,0.000534194,1,2,2,2-Feb,3.1313,2.77815,0.013835,0.0130165,0.0654069,0.0645656,37408.2,40103.5,34315.6,36821.2,45310.4,49431.5,53519.1,58808.2,1.98722,2.36165,0.0772662,0,23.7273,999.9,34.782,27.906,14.6993,54.4228,36.5144,2,-0.143056,-0.398442,20.1663,5.19618,12.004,4.97545,3.29395,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86882,1.86966,1.86569,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.215,-0.052,-3.046660346,-0.003392961,1.56E-06,-1.77E-10,-0.095176751,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.5,0.305176,2.62573,2.19849,2.64404,2.44629,2.30591,31.1287,15.2353,18,501.639,782.962,24.532,25.5117,30.0002,25.4975,25.4306,6.13889,-30,-30,24.5346,50,0,97.2957,95.3072,NA
32,1743617884,6237,20250402 13:18:04,13:18:04,5,ozzie,3438_mai_white,1743617876,0.000227707,0.227707473,1.382512512,398.2435333,146.6524438,13.1084151,35.59668976,0.009201358,2.735249834,0.009184196,0.005741662,49.61635067,25.68208706,25.68208706,3.311301103,35.2613384,1.150473304,3.262704583,2.160827799,-10.04189958,-36.72222474,-2.855798391,-0.003572041,0,0,1,0,47404,299.9936,252.8948168,0.843000707,0.165391364,6,0.5,0: Broadleaf,2,1743617876,398.2435333,400.0113333,12.8711,12.60137333,402.4245333,12.9281,500.0098,89.28425333,0.099972107,25.43306,24.95728667,999.9,0,0,10003.20133,0,183.0510667,-1.750168667,403.4578667,405.1162,0.279269267,400.0113333,12.60137333,1.150039333,1.125105333,8.970058,8.645797333,299.9936,0.899966933,0.100033093,0,2.20674,0,1409.478667,2548.593333,35.99553333,38.8664,37.43726667,37.72893333,36.2414,269.9833333,30.006,0,1743617883,0,1743617906,13:18:26,1743617906,1743617902,32,-0.014,-0.002,-4.181,-0.057,400,13,0.2,0.09,-1.7596605,0.318875639,0.041585573,0,0.2790028,0.002274767,0.000896601,1,1,2,2-Jan,3.13119,2.77811,0.0863244,0.0860587,0.0650206,0.0641121,34657.6,37135,34315.5,36821.3,45337.7,49465.6,53519.4,58809.3,1.9875,2.36205,0.0821128,0,23.6187,999.9,34.459,27.926,14.5832,54.1028,36.5745,2,-0.14264,-0.899006,20.1621,5.19947,12.004,4.97575,3.29395,9999,999.9,9999,9999,1.86297,1.86783,1.86753,1.86884,1.86966,1.86569,1.86676,1.86817,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.181,-0.057,-3.039151963,-0.003392961,1.56E-06,-1.77E-10,-0.093826012,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.6,1.5,1.22803,2.60498,2.19849,2.64404,2.44507,2.29004,31.1504,15.209,18,501.86,783.408,25.2137,25.5096,30.0002,25.5021,25.4358,24.6062,-30,-30,25.2353,400,0,97.2959,95.3085,NA
33,1743617968,6321,20250402 13:19:28,13:19:28,5,ozzie,3438_mai_white,1743617960,0.000229439,0.229438679,1.275570578,398.3660667,166.6046239,14.89218957,35.6085134,0.009268457,2.734633844,0.009251041,0.005783463,49.62029399,25.63128583,25.63128583,3.301336452,35.02976165,1.139498577,3.252944135,2.161837875,-10.11824576,-36.65578378,-2.849823974,-0.003559525,0,0,1,0,47484,300.0207333,252.9174082,0.842999767,0.16538955,6,0.5,0: Broadleaf,2,1743617960,398.3660667,400.0065333,12.74800667,12.47617333,402.4970667,12.80700667,499.9691333,89.28644667,0.099965427,25.38265333,24.93465333,999.9,0,0,9999.29,0,183.0348667,-1.68676,403.4658667,405.0602667,0.278539667,400.0065333,12.47617333,1.138825333,1.113954667,8.824987333,8.498736667,300.0207333,0.900018,0.09998208,0,2.23944,0,1409.775333,2548.863333,35.4122,38.7164,37.02053333,37.27893333,35.7914,270.0233333,30,0,1743617967,0,1743617987,13:19:47,1743617987,1743617986,33,0.05,0.001,-4.131,-0.059,400,12,0.29,0.13,-1.683017,-0.048847218,0.018396273,1,0.27789655,0.01200212,0.001305429,1,2,2,2-Feb,3.13122,2.77805,0.086332,0.086059,0.0645515,0.0636275,34657.9,37135.3,34316.1,36821.5,45361.6,49492,53520.1,58809.8,1.98745,2.36205,0.0824183,0,23.59,999.9,34.184,27.956,14.4915,54.1028,36.5865,2,-0.143641,-1.00497,20.1635,5.19842,12.004,4.9757,3.29398,9999,999.9,9999,9999,1.86295,1.86783,1.86753,1.8688,1.86966,1.86569,1.86676,1.86817,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.131,-0.059,-3.052780729,-0.003392961,1.56E-06,-1.77E-10,-0.09549003,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1,1.1,1.22803,2.60742,2.19849,2.64404,2.44507,2.27417,31.1722,15.2003,18,501.808,783.379,25.2092,25.4999,30.0001,25.5,25.4338,24.6038,-30,-30,25.2247,400,0,97.2974,95.3091,NA
34,1743618079,6432,20250402 13:21:19,13:21:19,5,ozzie,3438_mai_white,1743618071,0.000233483,0.233483482,2.066362976,597.3534,226.507178,20.24774343,53.39812401,0.009345349,2.736530234,0.009327654,0.005831371,49.61833849,25.6716375,25.6716375,3.309249281,34.56585836,1.127195339,3.261007806,2.182053941,-10.29662157,-36.48916752,-2.836072727,-0.003523325,0,0,1,0,47515,300.0098667,252.9081656,0.842999493,0.165389022,6,0.5,0: Broadleaf,2,1743618071,597.3534,600.0003333,12.60969333,12.33305333,601.8584,12.67369333,500.013,89.29124,0.099937833,25.42430667,24.98476667,999.9,0,0,10010.04,0,183.384,-2.660344,604.9740667,607.4925333,0.2856792,600.0003333,12.33305333,1.126744667,1.101234667,8.667305333,8.329390667,300.0098667,0.900021,0.099979067,0,2.25072,0,1416.919333,2548.773333,35.9664,40.1706,37.78306667,39.0122,36.4748,270.0146667,29.996,0,1743618078,0,1743618099,13:21:39,1743618099,1743618097,34,0.018,-0.002,-4.505,-0.064,600,12,0.36,0.1,-2.67576,0.219612632,0.032611266,0,0.2853408,0.008115789,0.001015658,1,1,2,2-Jan,3.13108,2.77819,0.11624,0.116092,0.0640242,0.0630632,33524.8,35917.8,34317,36823.9,45392.4,49528.6,53521.7,58813,1.98765,2.36252,0.0860468,0,23.5761,999.9,33.836,27.986,14.3692,54.2528,36.5585,2,-0.14484,-0.881925,20.1642,5.19917,12.004,4.9758,3.294,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86878,1.86966,1.86569,1.86676,1.86818,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.505,-0.064,-3.002826842,-0.003392961,1.56E-06,-1.77E-10,-0.094726872,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,1.69556,2.59644,2.19849,2.64404,2.44629,2.25952,31.1722,15.2003,18,501.879,783.752,25.4337,25.4881,30,25.4936,25.4295,33.964,-30,-30,25.4369,600,0,97.3002,95.3148,NA
35,1743618191,6544,20250402 13:23:11,13:23:11,5,ozzie,3438_mai_white,1743618183,0.000235213,0.235212651,2.824826926,796.4116,288.546864,25.79601928,71.19900284,0.009316527,2.734246741,0.009298927,0.005813408,49.61880479,25.72865515,25.72865515,3.320458495,34.08257725,1.115226794,3.272131641,2.205231701,-10.37287791,-36.41513338,-2.83430975,-0.003516254,0,0,1,0,47576,300.0155333,252.9126986,0.84299868,0.165387453,6,0.5,0: Broadleaf,2,1743618183,796.4116,800.026,12.47460667,12.19588667,801.0546,12.53960667,500.0254,89.29974,0.10001616,25.48162,25.00912667,999.9,0,0,9995.498667,0,183.2870667,-3.763740667,806.3248,809.9033333,0.283821067,800.026,12.19588667,1.114433333,1.089087333,8.50508,8.166048,300.0155333,0.900053,0.0999471,0,2.239666667,0,1439.692,2548.845333,36.458,40.88326667,38.3456,40.02893333,37.00413333,270.03,29.98866667,0,1743618190,0,1743618210,13:23:30,1743618209,1743618210,35,0.154,0.002,-4.643,-0.065,800,12,0.25,0.19,-3.775462381,0.065144416,0.032526076,1,0.283956762,-0.004740623,0.000722696,1,2,2,2-Feb,3.13099,2.77813,0.141641,0.141573,0.0635024,0.0625394,32562.4,34883.6,34317.6,36824.4,45421.2,49560.8,53521.9,58814.2,1.9878,2.36348,0.0869408,0,23.5781,999.9,33.488,28.016,14.243,54.5728,36.5465,2,-0.145564,-0.768982,20.1646,5.19872,12.004,4.97585,3.29398,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.8688,1.86966,1.86569,1.86676,1.86819,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.643,-0.065,-2.984951355,-0.003392961,1.56E-06,-1.77E-10,-0.096279408,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,2.13501,2.59766,2.19849,2.64404,2.44507,2.2583,31.1504,15.174,18,501.892,784.504,25.4032,25.4757,30,25.4845,25.4211,42.7282,-30,-30,25.3968,800,0,97.3011,95.3165,NA
36,1743618297,6650,20250402 13:24:57,13:24:57,5,ozzie,3438_mai_white,1743618289,0.000228224,0.228224437,3.482991233,995.540875,346.6021656,30.98337667,88.99314831,0.008979152,2.734786298,0.008962806,0.00560322,49.61483157,25.75026336,25.75026336,3.324715154,33.72692627,1.104884355,3.275971094,2.219830799,-10.06469768,-36.69739513,-2.856308821,-0.003570054,0,0,1,0,47458,299.9935625,252.8940013,0.842998094,0.165386321,6,0.5,0: Broadleaf,2,1743618289,995.540875,999.9930625,12.360025,12.08954375,1000.481875,12.432025,500.005625,89.29175625,0.100001075,25.5013625,25.01095625,999.9,0,0,9999.6025,0,183.3123125,-4.352795,1008.113125,1012.23125,0.2819125,999.9930625,12.08954375,1.104669375,1.079496875,8.375274375,8.035923125,299.9935625,0.900053,0.0999471,0,2.21168125,0,1474.28,2548.659375,36.894375,41.308125,38.777125,40.5935,37.409875,270.010625,29.98,0,1743618296,0,1743618323,13:25:23,1743618323,1743618315,36,-0.097,-0.004,-4.941,-0.072,1000,12,0.7,0.08,-4.36044,0.03205985,0.055775267,1,0.2822079,-0.004661865,0.000796965,1,2,2,2-Feb,3.13117,2.77799,0.164008,0.163981,0.063073,0.0621166,31715.2,33975.4,34318.1,36826.1,45445.8,49588.3,53522.9,58816.7,1.98843,2.36343,0.0869855,0,23.5741,999.9,33.213,28.016,14.1291,54.4428,36.5264,2,-0.146496,-0.685561,20.165,5.19932,12.004,4.9757,3.29398,9999,999.9,9999,9999,1.86295,1.86783,1.86753,1.86875,1.86966,1.86569,1.86676,1.86815,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.941,-0.072,-2.831086348,-0.003392961,1.56E-06,-1.77E-10,-0.094245278,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.4,2.55005,2.58301,2.19849,2.64282,2.44507,2.28149,31.1504,15.174,18,502.203,784.327,25.2777,25.4645,30.0002,25.4745,25.4122,51.0482,-30,-30,25.2733,1000,0,97.3027,95.3206,NA
