obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID,P1_dur,P1_Fmax,T@P1_Fmax,Q@P1_Fmax,P1_PredF,P1_ΔF,P2_dur,P2_ramp,P2_int,P2_int_se,P2_slp,P2_slp_se,P2_R2,P2_dQdt,P3_dur,P3_Fmax,T@P3_Fmax,Q@P3_Fmax,P3_PredF,P3_ΔF,ID,Dur,DCo,InitSlope,Fo,F1,T@F1,T@HIR,F2,T@F2,DCmax,T@DCmax,PhiPS2_dc,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
21,1743706080,4167,20250403 13:47:59,13:47:59,5,2803_mai_green,stan,1743706072,6.91E-05,0.06907196,1.272805483,799.5063,146.4631466,13.22105933,72.17051166,0.003200218,2.84040191,0.003198216,0.001999065,49.61123236,25.4792378,25.00469,3.18056678,39.76241688,1.279186588,3.217074534,1.901380192,-3.046073422,29.33646979,2.186891956,78.08852069,0,0,1,0,47969,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9636333,252.8694709,0.843000427,0.165390824,2,0.5,0: Broadleaf,2,1743706072,799.5063,800.0375,14.17085333,14.14361667,800.3143,14.13485333,500.0109,90.16883,0.100016733,25.19626667,25.00469,999.9,0,0,9996.562333,0,182.1967333,-0.855871667,810.6708,811.5152,0.028810727,800.0375,14.14361667,1.277911,1.275313333,10.54154333,10.51102,299.9636333,0.899983267,0.10001687,0,2.289946667,0,377.4114667,2812.035667,36.3936,41.14143333,38.4081,40.98713333,36.86023333,269.9633333,30.00066667,0,1743706080,0,2.2971,0.12225384,1.437769244,377.46776,15,1743706098,13:48:18,1743706096,1743706098,22,0.326,-0.001,-0.808,0.036,800,14,0.77,0.2,-0.875144439,0.304024704,0.074492998,1,2.328235294,-0.196953403,0.187102993,-1,0.029110027,-0.006624475,0.000917592,1,2,2,2-Feb,3.13476,2.76022,0.148762,0.147337,0.0731688,0.0723079,27306.3,27314.1,29803.4,29591.8,36548.4,36393.5,41986.9,42061.9,1.94387,1.90815,0.0756532,0,23.7593,999.9,33.6,28.3,14.39,61.995,29.3429,1,-0.112693,0.254022,20.4129,5.22717,12.0135,4.9926,3.2896,9999,9999,9999,999.9,1.86712,1.86628,1.86569,1.86567,1.86744,1.86997,1.86859,1.8701,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.808,0.036,0.533476543,-0.002150082,2.08E-07,-1.53E-10,-0.042531932,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.3,1.4,1.72974,2.25342,1.39771,2.35474,1.49536,2.59277,32.3328,14.9026,18,481.57,449.664,23.8808,26.1295,30,26.0186,25.951,34.6299,-30,-30,23.8788,800,0,101.927,101.124,NA
22,1743706166,4253.5,20250403 13:49:26,13:49:26,5,2803_mai_green,stan,1743706158,6.96E-05,0.069641348,1.597647316,999.3953548,186.4587891,16.83015189,90.20746996,0.00322746,2.841731274,0.003225425,0.002016073,49.62023175,25.50025557,25.01232258,3.182014325,39.77832216,1.281317501,3.221145166,1.900696824,-3.071183431,31.43536424,2.342598541,80.3270111,0,0,1,0,48085,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0201613,252.9169427,0.842999823,0.165389658,2,0.5,0: Broadleaf,2,1743706158,999.3953548,1000.062258,14.19552903,14.16806774,1000.409355,14.15952903,499.9965484,90.16209355,0.099952926,25.21750968,25.01232258,999.9,0,0,10005.46355,0,186.9771935,-0.889000581,1013.561935,1014.434839,0.028251132,1000.062258,14.16806774,1.279970323,1.277422903,10.56570645,10.53582258,300.0201613,0.899997032,0.100002816,0,2.226551613,0,383.1431613,2812.579355,36.85264516,41.75183871,38.915,41.86864516,37.35264516,270.0177419,30,0,1743706166,0,2.206816,0.516299988,0.79753848,383.1734,15,1743706194,13:49:53,1743706194,1743706182,23,0.224,-0.001,-1.014,0.036,1000,14,0.74,0.1,-0.9144102,0.359629734,0.151857197,1,2.206526471,-0.117825823,0.179896526,-1,0.028403623,-0.007412705,0.001312023,1,2,2,2-Feb,3.13479,2.76043,0.172135,0.1705,0.0732575,0.0723935,26557.6,26572.8,29804.1,29592.2,36546.4,36390.8,41988.1,42062.1,1.9438,1.9087,0.0764094,0,23.7573,999.9,33.6,28.3,14.391,61.8151,29.1226,1,-0.112558,0.283208,20.4125,5.22777,12.0126,4.99245,3.2895,9999,9999,9999,999.9,1.86708,1.86626,1.86567,1.86567,1.86743,1.86998,1.86859,1.8701,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.014,0.036,0.859681026,-0.002150082,2.08E-07,-1.53E-10,-0.043592973,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.1,2.06787,2.24487,1.39771,2.35352,1.49536,2.64648,32.3549,14.9026,18,481.505,449.984,23.8924,26.1273,30.0003,26.0164,25.9488,41.3924,-30,-30,23.8725,1000,0,101.93,101.125,NA
23,1743706269,4356.5,20250403 13:51:09,13:51:09,5,2803_mai_green,stan,1743706261,6.70E-05,0.067044838,1.671256183,1199.319,314.2795863,28.36740298,108.252546,0.003114697,2.841141507,0.003112802,0.001945671,49.61841943,25.48435179,24.99851667,3.179396406,39.88130718,1.283362509,3.217954976,1.896033897,-2.956677372,30.99376692,2.3098157,79.96532468,0,0,1,0,47754,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0059333,252.9052288,0.843000757,0.16539146,2,0.5,0: Broadleaf,2,1743706261,1199.319,1200.019667,14.21824333,14.19180667,1200.486,14.18224333,499.9993333,90.16166333,0.100015183,25.20086333,24.99851667,999.9,0,0,10001.893,0,180.9506333,-0.995031667,1216.318,1217.294667,0.026815667,1200.019667,14.19180667,1.281972667,1.279555,10.58915667,10.56083333,300.0059333,0.89997,0.100030077,0,2.18439,0,393.8773333,2812.42,35.9498,39.0664,37.70393333,38.61646667,35.9664,269.9963333,30.008,0,1743706269,0,2.191369231,0.104553849,3.925641022,393.8919615,15,1743706285,13:51:25,1743706284,1743706285,24,0.297,0,-1.167,0.036,1200,14,0.44,0.13,-1.019429875,0.239918871,0.111690874,1,2.236511765,-0.609439268,0.153757159,-1,0.02702546,-0.002779533,0.000976546,1,2,2,2-Feb,3.13497,2.76025,0.19324,0.191446,0.0733414,0.0724788,25881.1,25902.4,29804.3,29592.4,36543.8,36388.6,41988.6,42063.1,1.94428,1.90875,0.0739843,0,23.7812,999.9,33.6,28.3,14.3906,62.0451,29.2788,1,-0.112769,-0.0599101,20.4105,5.22358,12.0126,4.99255,3.28988,9999,9999,9999,999.9,1.86707,1.86624,1.86569,1.86568,1.86746,1.86997,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.167,0.036,1.084400458,-0.002150082,2.08E-07,-1.53E-10,-0.044274776,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.3,1.4,2.39258,2.23755,1.39771,2.35352,1.49536,2.56714,32.3991,14.8763,18,481.815,450.048,23.6855,26.1316,29.9999,26.0186,25.953,47.8919,-30,-30,23.7917,1200,0,101.931,101.127,NA
24,1743706364,4451.5,20250403 13:52:44,13:52:44,5,2803_mai_green,stan,1743706356,7.05E-05,0.070482822,2.127506409,1499.110645,427.6291929,38.60027614,135.3183689,0.003280114,2.840748209,0.003278011,0.002048946,49.61402239,25.43213876,24.99334516,3.178416254,40.07120951,1.285539981,3.208138702,1.892876274,-3.10829243,23.92308327,1.78261182,72.21142505,0,0,1,0,48034,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9834194,252.8859006,0.842999594,0.165389216,2,0.5,0: Broadleaf,2,1743706356,1499.110645,1500.003871,14.24172258,14.21393226,1500.600645,14.20472258,500.0231613,90.16573548,0.100029306,25.14955161,24.99334516,999.9,0,0,9999.029032,0,187.9819677,-1.298281161,1520.357419,1521.631613,0.027266039,1500.003871,14.21393226,1.284067419,1.28160871,10.61366452,10.58489677,299.9834194,0.90001,0.0999901,0,2.372064516,0,402.4993871,2812.246774,35.09858065,38.3586129,36.83845161,37.60054839,35.34651613,269.9883871,29.99419355,0,1743706364,0,2.363824,0.265261542,-2.523461541,402.43924,15,1743706394,13:53:13,1743706394,1743706380,25,0.407,0,-1.49,0.037,1500,14,0.65,0.23,-1.2917424,0.268059962,0.153757022,1,2.369976471,0.293744845,0.15307091,-1,0.02730031,-0.002800829,0.001029645,1,2,2,2-Feb,3.13457,2.76015,0.221655,0.219647,0.0734317,0.0725679,24968.9,24998.6,29802.8,29591.2,36538.3,36384.1,41985.9,42061.5,1.9439,1.90958,0.0717528,0,23.8182,999.9,33.6,28.3,14.3909,61.8751,29.1827,1,-0.11077,0.333031,20.4128,5.22732,12.012,4.9918,3.28978,9999,9999,9999,999.9,1.86708,1.86623,1.86567,1.86567,1.86744,1.86997,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-1.49,0.037,1.381457245,-0.002150082,2.08E-07,-1.53E-10,-0.044423294,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.3,1.3,2.86133,2.23511,1.39648,2.35596,1.49536,2.55005,32.4433,14.8588,18,481.676,450.626,23.7163,26.1432,30.0002,26.0295,25.9618,57.2234,-30,-30,23.7197,1500,0,101.925,101.123,NA
26,1743707371,5457.9,20250403 14:09:30,14:09:30,5,TT24_230_mai_green,stan,1743707363,0.000281054,0.281053635,1.355821827,399.4239333,224.7452042,20.28507781,36.0512501,0.013251639,2.840633157,0.013217391,0.008263939,49.61614269,25.58421249,24.99542,3.178809465,40.2458758,1.307263293,3.248191938,1.871546172,-12.39446532,55.53672853,4.142836594,96.90124249,0,0,1,0,48006,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9958667,252.8964256,0.8429997,0.165389421,2,0.5,0: Broadleaf,2,1743707363,399.4239333,400.0111667,14.48361,14.37281667,399.8819333,14.43961,499.9993333,90.15812,0.099991987,25.35806333,24.99542,999.9,0,0,9999.168,0,175.7166333,-0.822188233,405.0557333,405.8443333,0.111111867,400.0111667,14.37281667,1.305843333,1.295825667,10.86628,10.75051667,299.9958667,0.900013333,0.09998648,0,2.259193333,0,983.0817667,2812.365667,35.36223333,39.58306667,37.29976667,38.7269,35.79143333,270,29.99666667,0,1743707370,0,2.2758,-0.555364103,-0.757811966,983.0758462,15,1743707392,14:09:51,1743707392,1743707388,27,0.236,0,-0.458,0.044,400,14,0.26,0.21,-0.832728475,0.058919223,0.031485357,1,2.286967647,-0.486250579,0.185442631,-1,0.110363,0.012323955,0.001256632,1,2,2,2-Feb,3.13479,2.7603,0.0906896,0.0898604,0.0742924,0.0731167,29158.7,29144.4,29794.4,29582.1,36490.7,36349.3,41973.1,42049.2,1.94125,1.90257,0.0703856,0,23.8339,999.9,33.5,28.6,14.6016,62.0153,29.1226,1,-0.0973933,0.0938943,20.4129,5.22627,12.0138,4.99225,3.28975,9999,9999,9999,999.9,1.86713,1.86628,1.86569,1.86568,1.8675,1.86999,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.458,0.044,0.143347081,-0.002150082,2.08E-07,-1.53E-10,-0.039257593,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,14.6,14.6,0.998535,2.2644,1.39771,2.35474,1.49536,2.60254,32.7535,14.7187,18,481.412,447.65,24.301,26.322,30.0001,26.1939,26.126,20.0035,-30,-30,24.2999,400,0,101.895,101.093,NA
27,1743707461,5547.9,20250403 14:11:00,14:11:00,5,TT24_230_mai_green,stan,1743707453,0.00028137,0.281370389,0.767861454,299.6424839,198.4960863,17.91580897,27.04505465,0.013284599,2.840840333,0.013250183,0.008284449,49.61649637,25.600842,24.99305484,3.178361237,40.27060187,1.309368221,3.251424514,1.868993016,-12.40843416,58.46533867,4.361297455,100.0346983,0,0,1,0,47979,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9967742,252.8972961,0.843000052,0.1653901,2,0.5,0: Broadleaf,2,1743707453,299.6424839,299.9833548,14.50699032,14.39607419,299.9224839,14.46299032,499.9968065,90.15776774,0.099976426,25.37479355,24.99305484,999.9,0,0,10000.47774,0,185.7345484,-0.311479161,304.0835806,304.3650645,0.111919032,299.9833548,14.39607419,1.308008387,1.297917419,10.89119032,10.77476129,299.9967742,0.900000194,0.099999835,0,2.303458065,0,989.3892258,2812.362258,35.93109677,40.80629032,37.98974194,40.33648387,36.44316129,269.9977419,30.00032258,0,1743707460,0,2.307088462,-0.073343585,1.196888899,989.4389615,15,1743707477,14:11:17,1743707476,1743707477,28,-0.028,0,-0.28,0.044,300,14,0.17,0.1,-0.288599512,-0.444231596,0.057791409,1,2.299202941,-0.181822765,0.22464217,-1,0.111774366,0.009018376,0.0021255,1,2,2,2-Feb,3.13479,2.76025,0.0721848,0.0715287,0.0743846,0.0731968,29751.2,29730.6,29793.7,29581.4,36486.2,36345.1,41972.5,42048.5,1.9409,1.9018,0.0711977,0,23.8239,999.9,33.5,28.6,14.6013,61.8953,29.1987,1,-0.0960315,0.116487,20.413,5.22627,12.0138,4.99215,3.2897,9999,9999,9999,999.9,1.86715,1.86628,1.86569,1.86568,1.86746,1.86998,1.8686,1.87012,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.28,0.044,0.37964304,-0.002150082,2.08E-07,-1.53E-10,-0.038849332,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.1,1.2,0.79834,2.27295,1.39771,2.35352,1.49536,2.56714,32.7758,14.7012,18,481.334,447.29,24.2474,26.3397,30.0002,26.2105,26.1402,15.992,-30,-30,24.2484,300,0,101.893,101.091,NA
28,1743707552,5639.4,20250403 14:12:32,14:12:32,5,TT24_230_mai_green,stan,1743707544,0.000298167,0.298166722,0.386143143,199.8560645,150.0028444,13.53714033,18.03618859,0.014100143,2.840813426,0.014061378,0.008791835,49.6181761,25.62227589,24.98534516,3.17690054,40.25402,1.310847765,3.256439395,1.866052775,-13.14915243,63.61619159,4.746012162,104.8312274,0,0,1,0,47875,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0081613,252.90679,0.8429997,0.165389421,2,0.5,0: Broadleaf,2,1743707544,199.8560645,200.0343548,14.52529032,14.40775806,200.1250645,14.48129032,500.0087097,90.14586129,0.100029581,25.40071935,24.98534516,999.9,0,0,10001.63355,0,187.6284194,0.018936149,203.0022258,202.9584516,0.119157935,200.0343548,14.40775806,1.309540968,1.298800323,10.90881613,10.78496452,300.0081613,0.900015581,0.099984606,0,2.280932258,0,998.9909355,2812.482581,36.46545161,41.5863871,38.57825806,41.46751613,37.00990323,270.0125806,29.99806452,0,1743707552,0,2.277232,-0.951030762,0.065307659,998.98788,15,1743707569,14:12:49,1743707566,1743707569,29,-0.197,0,-0.269,0.044,200,14,0.19,0.1,0.036085115,-0.269719547,0.052240817,1,2.257891176,-0.0878029,0.270845786,-1,0.118966375,0.000891231,0.001117446,1,2,2,2-Feb,3.13484,2.76021,0.0510523,0.0505362,0.0744219,0.0732275,30427.5,30402.5,29792.5,29581.2,36482.5,36343.2,41970.4,42048.2,1.94103,1.90115,0.0730902,0,23.7881,999.9,33.5,28.6,14.6057,62.1153,29.1306,1,-0.0955742,0.00712146,20.4131,5.22687,12.012,4.9926,3.28982,9999,9999,9999,999.9,1.86712,1.86628,1.86569,1.86569,1.86746,1.86996,1.86859,1.87012,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.269,0.044,0.351309304,-0.002150082,2.08E-07,-1.53E-10,-0.03842057,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.3,1.2,0.588379,2.29126,1.39771,2.35474,1.49536,2.53174,32.7758,14.6837,18,481.493,446.979,24.3523,26.3486,30.0002,26.2203,26.1511,11.7774,-30,-30,24.3553,200,0,101.888,101.09,NA
29,1743707639,5726.4,20250403 14:13:59,14:13:59,5,TT24_230_mai_green,stan,1743707631,0.000322792,0.32279215,-0.23926548,100.0902258,121.4659656,10.96141072,9.032407298,0.015271697,2.841398879,0.015226243,0.009520474,49.6197562,25.67310583,24.98617419,3.177057583,40.13724816,1.311516531,3.267579594,1.865541052,-14.23513379,72.30553086,5.394741242,113.0848945,0,0,1,0,47884,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.015129,252.9128854,0.843000439,0.165390847,2,0.5,0: Broadleaf,2,1743707631,100.0902258,100.0074419,14.53322258,14.40598065,100.2962258,14.48722258,499.993871,90.1426871,0.099963719,25.4581871,24.98617419,999.9,0,0,10005.57774,0,187.6986774,0.229438516,101.7150645,101.4691613,0.126986065,100.0074419,14.40598065,1.31004,1.298592903,10.91453548,10.7825871,300.015129,0.899983839,0.100016158,0,2.242035484,0,1012.646129,2812.519032,36.59448387,40.81629032,38.59441935,40.71141935,36.76790323,270.0083871,30.00580645,0,1743707639,0,2.252773077,-1.034649568,4.423247855,1012.676154,15,1743707658,14:14:18,1743707658,1743707656,30,-0.147,0.001,-0.206,0.046,100,14,0.47,0.11,0.255537225,-0.467164289,0.054040149,1,2.237317647,-0.069112298,0.208938805,-1,0.126505925,0.010584214,0.00131808,1,2,2,2-Feb,3.13483,2.76034,0.0267253,0.0264188,0.0744447,0.0732158,31208.6,31175.6,29793.4,29581.9,36482.1,36344.1,41971.6,42049.1,1.9408,1.90058,0.078503,0,23.7081,999.9,33.5,28.6,14.6034,62.2054,29.1346,1,-0.0961966,-0.227228,20.411,5.22657,12.0131,4.99255,3.28988,9999,9999,9999,999.9,1.86708,1.86629,1.86569,1.86567,1.86746,1.86996,1.86859,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.206,0.046,0.15433089,-0.002150082,2.08E-07,-1.53E-10,-0.038378881,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.2,1.2,0.371094,2.323,1.39771,2.35596,1.49536,2.58423,32.798,14.6661,18,481.354,446.606,24.7272,26.3419,30,26.2203,26.1484,7.41336,-30,-30,24.7333,100,0,101.891,101.092,NA
30,1743707726,5813.4,20250403 14:15:26,14:15:26,5,TT24_230_mai_green,stan,1743707718,0.00031909,0.319089579,-0.356125064,50.12633871,85.58020382,7.72268422,4.523357829,0.015132739,2.840347204,0.015088091,0.009434057,49.61837657,25.63854961,24.96019355,3.172139322,40.21041697,1.311129332,3.260670818,1.86100999,-14.07185043,70.80280469,5.282940952,111.6322718,0,0,1,0,47888,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,300.0056129,252.9049639,0.843000774,0.165391494,2,0.5,0: Broadleaf,2,1743707718,50.12633871,49.99028387,14.52949677,14.4037129,50.32933871,14.48349677,499.9899677,90.13916129,0.099981355,25.42256774,24.96019355,999.9,0,0,9999.517097,0,187.7368387,0.238998613,50.96989355,50.72084839,0.126896645,49.99028387,14.4037129,1.309777097,1.298337742,10.91151613,10.77963226,300.0056129,0.899976613,0.100023458,0,2.281354839,0,1023.616774,2812.421935,35.47754839,38.50783871,37.19129032,37.91309677,35.53196774,269.9980645,30.0083871,0,1743707726,0,2.27024,-0.417346153,4.723846149,1023.6848,15,1743707743,14:15:43,1743707741,1743707743,31,-0.103,0,-0.203,0.046,50,14,0.35,0.14,0.257317475,-0.485165617,0.055223424,1,2.25635,-0.101517191,0.215225827,-1,0.126358725,0.015783096,0.001780339,1,2,2,2-Feb,3.13479,2.7603,0.0135406,0.0133159,0.0744354,0.0732065,31633.3,31596.1,29795.1,29582.7,36484.2,36345,41973.7,42050,1.94103,1.90065,0.0773035,0,23.6874,999.9,33.5,28.6,14.6043,62.2954,29.2268,1,-0.0978938,-0.238992,20.4109,5.22747,12.0123,4.99215,3.28978,9999,9999,9999,999.9,1.86712,1.86628,1.86569,1.86568,1.8675,1.86998,1.8686,1.87012,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.203,0.046,0.007642592,-0.002150082,2.08E-07,-1.53E-10,-0.036966677,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.1,1.2,0.262451,2.35596,1.39771,2.35596,1.49536,2.50977,32.798,14.6574,18,481.402,446.569,24.5849,26.3242,30.0001,26.2093,26.138,5.2544,-30,-30,24.6035,50,0,101.897,101.095,NA
31,1743707822,5909.4,20250403 14:17:02,14:17:02,5,TT24_230_mai_green,stan,1743707814,0.000330299,0.330299282,1.795687795,399.240871,204.8523057,18.48397917,36.0238071,0.015642225,2.840095942,0.01559452,0.009750849,49.61548133,25.64415426,24.97935161,3.175765391,40.22155307,1.31216365,3.262339592,1.86360174,-14.56619836,69.18142241,5.163139409,109.3938448,0,0,1,0,47915,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.9912581,252.8925928,0.842999874,0.165389757,2,0.5,0: Broadleaf,2,1743707814,399.240871,400.0119032,14.54230968,14.41210968,399.647871,14.49830968,499.9938065,90.13077419,0.099985526,25.43117742,24.97935161,999.9,0,0,9998.906452,0,188.0743548,-1.294910323,404.602,405.861129,0.133369903,400.0119032,14.41210968,1.310997097,1.298975161,10.92550323,10.78700645,299.9912581,0.90001071,0.099989103,0,2.229287097,0,984.0090645,2812.322258,35.37277419,39.38690323,37.27190323,38.55616129,35.77190323,269.9951613,29.99806452,0,1743707822,0,2.222272,0.036384619,-6.787000017,983.94228,15,1743707846,14:17:26,1743707846,1743707839,32,0.526,-0.002,-0.407,0.044,400,14,0.55,0.1,-1.31533375,0.411639737,0.049571135,1,2.240729412,-0.403981663,0.171009268,-1,0.13277945,0.019216368,0.002254403,1,2,2,2-Feb,3.13485,2.76033,0.0906342,0.0898433,0.0744799,0.0732263,29160.7,29146.4,29794.6,29583.6,36483.6,36347.2,41973.5,42051.8,1.94123,1.90165,0.0777207,0,23.7034,999.9,33.4,28.7,14.6463,61.9954,29.359,1,-0.0986814,-0.233856,20.4132,5.22672,12.0126,4.9923,3.28985,9999,9999,9999,999.9,1.86709,1.8663,1.86569,1.86569,1.86752,1.86998,1.86861,1.87011,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.407,0.044,-0.095051383,-0.002150082,2.08E-07,-1.53E-10,-0.03706807,-0.002722057,0.000786767,-1.37E-05,4,2345,1,26,1.4,1.3,0.998535,2.27783,1.39771,2.35718,1.49536,2.59033,32.798,14.6486,18,481.416,447.094,24.7075,26.3064,30,26.1961,26.1271,20.0133,-30,-30,24.7115,400,0,101.896,101.099,NA
