obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
24,1743705784,3459.5,20250403 13:43:04,13:43:04,5,4722_mai_yellow,albert,1743705776,0.000246167,0.246167024,3.983957766,1194.884194,573.6738525,51.76005884,107.8091251,0.010842104,2.750036982,0.010818412,0.006763632,85.99737053,25.75400444,25.75400444,3.325452602,40.98354912,1.325332056,3.233814748,2.000120547,-10.85596577,-69.76033269,-5.393818022,-0.012745947,26,5,1,0,47947,482.4678065,396.3472493,0.821499889,0.178244785,6,0.5,0: Broadleaf,2,1743705776,1194.884194,1200.017742,14.68909355,14.39804194,1194.494194,14.64109355,500.0165806,90.12557742,0.100007394,25.28347742,25.05358387,999.9,0,0,9997.224194,0,182.4616452,-5.243446452,1212.59,1217.548387,0.293884516,1200.017742,14.39804194,1.324120323,1.297632258,11.07545484,10.77145806,300.0061613,0.900007968,0.099992019,0,1.981358065,0,1702.160645,2534.716452,36.64896774,41.07625806,38.31019355,40.71748387,37.1126129,270.0077419,29.9983871,0,1743705786,0,1743705804,13:43:23,1743705804,1743705801,24,0.108,0.001,0.39,0.048,1200,14,0.86,0.09,-5.277830732,0.39110446,0.079649951,1,1.972455882,0.272230709,0.187977724,-1,0.294618707,-0.013680669,0.001445657,1,2,2,2-Feb,3.13075,2.77773,0.175117,0.176749,0.0760325,0.0752242,24958.9,24134.4,30787.2,29556.1,39265.1,35951.6,47087.8,43892.9,1.80173,1.92272,0.0849068,0,23.6535,999.9,33.3,28.6,14.5186,63.8318,17.3077,1,-0.0924441,-0.0179357,20.2629,5.23811,11.9682,4.97215,3.291,9999,9999,9999,999.9,4.97276,1.87668,1.87469,1.87754,1.87432,1.87792,1.875,1.87617,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.39,0.048,-0.194605951,0.00067337,-5.61E-07,2.77E-10,-0.058430924,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.3,2.55249,2.51587,1.39893,2.35229,1.44897,2.48901,33.4232,15.0339,18,446.339,485.674,24.5702,25.8376,30,25.59,25.6519,51.1,-30,-30,24.5334,1200,0,101.768,100.985,NA
25,1743705875,3550.5,20250403 13:44:35,13:44:35,5,4722_mai_yellow,albert,1743705867,0.000240598,0.240597757,4.790604724,1493.852667,734.7518213,66.2867743,134.7702335,0.010682216,2.749939685,0.010659217,0.006664073,84.46112585,25.68783306,25.68783306,3.312429831,41.22248516,1.328456138,3.222649321,1.983973693,-10.61036107,-68.56481499,-5.298258463,-0.012308677,26,5,1,0,47956,473.8488333,389.2667858,0.821499935,0.178244875,6,0.5,0: Broadleaf,2,1743705867,1493.852667,1500.033,14.72519333,14.44071333,1492.666667,14.67319333,499.9752,90.11655667,0.09999316,25.22535333,24.99444667,999.9,0,0,9997.648333,0,173.8769,-6.779353667,1515.571333,1522.012667,0.284794033,1500.033,14.44071333,1.327011333,1.301347,11.10832,10.81442,299.9719333,0.900009133,0.099990847,0,1.968723333,0,1747.508,2534.429,37.44966667,41.5456,38.6206,41.38306667,37.51646667,269.977,29.996,0,1743705877,0,1743705898,13:44:58,1743705898,1743705893,25,0.593,0.004,1.186,0.052,1500,14,0.38,0.14,-6.820589756,0.483541882,0.103048478,1,1.982314706,0.043860968,0.160813054,-1,0.283929732,0.025348223,0.003416467,1,2,2,2-Feb,3.13085,2.77783,0.200383,0.202286,0.0761836,0.0753744,24194.5,23386,30786.9,29556.1,39260.6,35947.4,47088,43892.8,1.803,1.92327,0.0793487,0,23.7101,999.9,33.3,28.6,14.5203,64.1519,17.2636,1,-0.091875,-0.545324,20.2616,5.239,11.9685,4.97295,3.291,9999,9999,9999,999.9,4.97275,1.87667,1.87469,1.87755,1.87434,1.8779,1.875,1.87617,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.186,0.052,-0.087538053,0.00067337,-5.61E-07,2.77E-10,-0.05743462,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,3.04443,2.51343,1.39893,2.35229,1.44897,2.47681,33.4232,15.0164,18,447.015,486.074,24.6347,25.8447,30.0001,25.5943,25.6563,60.9304,-30,-30,24.596,1500,0,101.768,100.985,NA
27,1743707193,4868.6,20250403 14:06:33,14:06:33,5,1153_mai_yellow,albert,1743707185,6.32E-05,0.063229648,0.278470783,399.6287097,232.607506,20.98192565,36.04776139,0.002860537,2.750588098,0.002858885,0.001786952,80.73106942,25.44188333,25.44188333,3.26441571,41.63136633,1.320100728,3.170928183,1.944314982,-2.788427497,-72.37916893,-5.577158634,-0.013685641,0,0,1,0,47949,452.9220645,372.0754636,0.821499973,0.178244947,6,0.5,0: Broadleaf,2,1743707185,399.6287097,399.9931935,14.63475484,14.55999032,399.6877097,14.58675484,500.0042903,90.10316774,0.099964619,24.95379032,25.00561613,999.9,0,0,10002.97742,0,152.9137097,-0.315394258,405.6137742,405.9030968,0.074607419,399.9931935,14.55999032,1.318622581,1.31190129,11.01281935,10.9359,300.0083548,0.89999329,0.1000067,0,2.078387097,0,413.8886129,2534.723871,35.97964516,38.47354839,36.92919355,37.17522581,35.65509677,270.0054839,30,0,1743707195,0,1743707212,14:06:52,1743707212,1743707209,27,-0.049,0.001,-0.059,0.048,400,15,0.25,0.11,-0.32645322,0.093220307,0.033207996,1,2.094064706,-0.269518715,0.191250651,-1,0.074610663,0.005365371,0.00094163,1,2,2,2-Feb,3.13075,2.77772,0.0828186,0.0833031,0.0757859,0.0757817,27735.3,26856.1,30770.7,29538,39250.8,35902.1,47066,43866.9,1.85505,1.91678,0.0445321,0,24.275,999.9,33.3,28.8,14.6922,63.831,16.899,1,-0.072876,0.391242,20.2605,5.2405,11.9682,4.97295,3.291,9999,9999,9999,999.9,4.97275,1.87662,1.87468,1.87745,1.87424,1.87789,1.87499,1.87608,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.059,0.048,-0.207065205,0.00067337,-5.61E-07,2.77E-10,-0.060626292,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,19.8,19.8,1.06323,2.51587,1.39893,2.35229,1.44897,2.4707,33.693,14.7975,18,475.527,483.659,23.5304,26.0731,30.0003,25.8049,25.8706,21.3126,-30,-30,23.5272,400,0,101.718,100.924,NA
28,1743707284,4959.1,20250403 14:08:03,14:08:03,5,1153_mai_yellow,albert,1743707276,6.97E-05,0.069710848,0.113262468,299.8393,233.1879871,21.03428992,27.04644799,0.003166654,2.751315428,0.003164631,0.001978076,80.7460481,25.40256731,25.40256731,3.256797106,41.72786841,1.320203314,3.163840773,1.936593792,-3.074248392,-72.13096421,-5.554416781,-0.013581281,0,0,1,0,47938,453.0067,372.1449361,0.82149985,0.178244711,6,0.5,0: Broadleaf,2,1743707276,299.8393,300.0003,14.63589,14.55346,299.9803,14.58889,499.992,90.10321,0.099935443,24.91627667,24.98734667,999.9,0,0,10007.285,0,152.9989,-0.11731164,304.3377667,304.4308333,0.08420165,300.0003,14.55346,1.3189,1.311313667,11.01597667,10.92915,300.0078,0.900015033,0.0999849,0,2.039066667,0,413.0895333,2534.737,35.02683333,38.84136667,36.74346667,37.4373,35.4997,270.012,29.998,0,1743707286,0,1743707300,14:08:19,1743707300,1743707300,28,-0.043,0,-0.141,0.047,300,15,0.48,0.04,-0.090605959,-0.47084105,0.051340615,1,2.060861765,-0.378122228,0.110289885,-1,0.083848695,0.003020548,0.000843358,1,2,2,2-Feb,3.13059,2.77773,0.0660826,0.0664087,0.0757724,0.0757368,28240.7,27350.1,30770,29537.1,39249.7,35901.5,47065.4,43865.3,1.85483,1.916,0.0409782,0,24.3172,999.9,33.3,28.8,14.6913,63.8909,17.1875,1,-0.0717734,0.227623,20.2629,5.23616,11.968,4.9728,3.291,9999,9999,9999,999.9,4.97276,1.87667,1.87469,1.87748,1.87425,1.8779,1.875,1.87613,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.141,0.047,-0.256270411,0.00067337,-5.61E-07,2.77E-10,-0.059722475,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,0.848389,2.50854,1.39893,2.35229,1.44897,2.56592,33.7155,14.7975,18,475.525,483.281,23.6615,26.092,30.0001,25.8223,25.8859,17.0288,-30,-30,23.666,300,0,101.717,100.921,NA
29,1743707373,5048.6,20250403 14:09:33,14:09:33,5,1153_mai_yellow,albert,1743707365,7.08E-05,0.070756595,0.006656857,199.9748,189.7731183,17.11796342,18.03817813,0.003208384,2.74957028,0.003206306,0.002004128,80.63277949,25.41228514,25.41228514,3.258678767,41.65144215,1.318605745,3.165810539,1.940073021,-3.120365821,-71.97914936,-5.546806572,-0.013542271,0,0,1,0,47860,452.3740333,371.6249419,0.821499278,0.178243607,6,0.5,0: Broadleaf,2,1743707365,199.9748,199.9997667,14.61832333,14.53466,200.2168,14.57132333,500.0201333,90.10223333,0.100022783,24.92671,24.98167667,999.9,0,0,9997.048333,0,152.3788667,0.031685395,202.9991667,202.9495333,0.084696143,199.9997667,14.53466,1.317237,1.309605667,10.99697667,10.90954667,299.9951667,0.900045867,0.099953973,0,2.05482,0,416.7379667,2534.656667,35.2706,40.3998,37.59973333,39.3164,36.28313333,270.0093333,29.985,0,1743707375,0,1743707391,14:09:50,1743707391,1743707389,29,-0.056,0,-0.242,0.047,200,15,0.6,0.06,0.056687924,-0.42341627,0.046384268,1,2.041423529,0.485433156,0.171560092,-1,0.084572082,0.005568881,0.001062579,1,2,2,2-Feb,3.13057,2.77773,0.0469718,0.0471376,0.0757037,0.075663,28818.1,27913.5,30769.5,29535.8,39250.8,35901.4,47064.9,43863.3,1.85452,1.91535,0.0468493,0,24.2203,999.9,33.3,28.9,14.7771,64.3409,16.9351,1,-0.0712195,0.169319,20.2628,5.2402,11.968,4.97205,3.291,9999,9999,9999,999.9,4.97275,1.87668,1.87469,1.87759,1.87429,1.8779,1.875,1.87617,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.242,0.047,-0.299878678,0.00067337,-5.61E-07,2.77E-10,-0.06021237,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,0.625,2.52808,1.39893,2.35229,1.44897,2.54639,33.7606,14.78,18,475.458,482.986,23.7236,26.1074,30,25.8362,25.9011,12.5498,-30,-30,23.7325,200,0,101.715,100.916,NA
30,1743707463,5138.6,20250403 14:11:03,14:11:03,5,1153_mai_yellow,albert,1743707455,7.39E-05,0.073868227,-0.15744486,100.1484,170.8956818,15.41554483,9.033827736,0.003336251,2.749975059,0.003334004,0.002083954,80.37225173,25.4413031,25.4413031,3.26430316,41.5059933,1.316478999,3.171780494,1.947824161,-3.257588825,-71.60891885,-5.519146186,-0.013402135,0,0,1,0,48205,450.9094,370.4220233,0.821499892,0.178244791,6,0.5,0: Broadleaf,2,1743707455,100.1484,99.96834667,14.59439667,14.50705,100.4284,14.54739667,500.0087667,90.10441667,0.099997343,24.95829667,25.00245667,999.9,0,0,9999.205,0,150.9061667,0.165878333,101.6174333,101.4398667,0.08782759,99.96834667,14.50705,1.315061667,1.307148333,10.97211333,10.8813,300.0032333,0.900004533,0.099995477,0,2.046236667,0,420.5158333,2534.688667,35.8872,41.2914,38.23306667,40.6164,36.88306667,270.0036667,29.998,0,1743707465,0,1743707480,14:11:20,1743707477,1743707480,30,0.014,0.001,-0.28,0.047,100,15,0.36,0.15,0.184989025,-0.39154254,0.048043907,1,2.027502941,0.428985488,0.208728234,-1,0.087359475,0.012855017,0.001409496,1,2,2,2-Feb,3.13065,2.77762,0.0249218,0.0249206,0.0756137,0.0755621,29484,28563.2,30768.5,29534.6,39251.9,35902.9,47063.5,43862.2,1.85435,1.91467,0.0524372,0,24.1477,999.9,33.2,28.9,14.732,63.591,16.9671,1,-0.0700305,0.249826,20.2628,5.23855,11.9682,4.97285,3.291,9999,9999,9999,999.9,4.97277,1.87668,1.87469,1.87756,1.87429,1.8779,1.875,1.87619,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.28,0.047,-0.356360612,0.00067337,-5.61E-07,2.77E-10,-0.060402405,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,0.391846,2.55737,1.39893,2.35229,1.44897,2.47925,33.7606,14.7625,18,475.433,482.622,23.7459,26.1165,30,25.8463,25.9105,7.87812,-30,-30,23.7416,100,0,101.712,100.913,NA
31,1743707549,5224.1,20250403 14:12:28,14:12:28,5,1153_mai_yellow,albert,1743707541,7.13E-05,0.071302032,-0.197086659,50.27146667,145.0146178,13.07748795,4.533505033,0.003212563,2.749146262,0.003210479,0.002006736,80.71791101,25.44952117,25.44952117,3.265897563,41.41250036,1.313921789,3.172766141,1.951975774,-3.14441959,-72.03316812,-5.553893449,-0.013570152,0,0,1,0,48081,452.8502,372.0162461,0.821499573,0.178244177,6,0.5,0: Broadleaf,2,1743707541,50.27146667,50.03928,14.56991333,14.48560333,50.67946667,14.52491333,500.0344,90.08041333,0.100067443,24.96350667,24.99742,999.9,0,0,9996.956667,0,152.8386,0.330541433,51.11471333,50.7748,0.087178767,50.03928,14.48560333,1.312722,1.304869333,10.94532,10.85504667,300.0116,0.900038467,0.099961617,0,2.089593333,0,423.9854667,2534.788667,36.67876667,41.89353333,38.73916667,41.46853333,37.37686667,270.0223333,29.993,0,1743707550,0,1743707565,14:12:45,1743707565,1743707565,31,-0.099,-0.001,-0.408,0.045,50,14,0.35,0.15,0.356093122,-0.305672446,0.063535228,1,2.065952941,-0.500229181,0.168166529,-1,0.087448049,-0.002501893,0.000794274,1,2,2,2-Feb,3.13068,2.77772,0.0128049,0.0126921,0.075499,0.0754557,29851.1,28922.4,30769.1,29535.6,39256.6,35907.3,47064.3,43863.5,1.85448,1.91437,0.0532195,0,24.1069,999.9,33.2,28.9,14.7382,63.821,17.1595,1,-0.0702007,0.227097,20.263,5.23706,11.9691,4.9719,3.291,9999,9999,9999,999.9,4.97275,1.87665,1.87469,1.8775,1.87425,1.8779,1.87498,1.87615,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.408,0.045,-0.342348574,0.00067337,-5.61E-07,2.77E-10,-0.059693066,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.1,0.273438,2.55737,1.39893,2.35229,1.44897,2.53784,33.7832,14.7537,18,475.544,482.496,23.6895,26.1206,29.9998,25.8529,25.9186,5.51568,-30,-30,23.6818,50,0,101.714,100.916,NA
32,1743707647,5322.6,20250403 14:14:07,14:14:07,5,1153_mai_yellow,albert,1743707639,7.94E-05,0.079393224,0.459120528,399.4456774,183.6712931,16.56318431,36.02137419,0.003578306,2.750295889,0.003575722,0.002235058,80.71309556,25.44562601,25.44562601,3.265141772,41.40927601,1.3137065,3.172493282,1.951435272,-3.501241193,-71.69957413,-5.52571355,-0.013433312,0,0,1,0,47927,452.8224839,371.993542,0.821499716,0.178244452,6,0.5,0: Broadleaf,2,1743707639,399.4456774,400.0346774,14.56786129,14.47397742,399.5056774,14.52186129,500.0004839,90.07845806,0.099947232,24.96206452,24.99134516,999.9,0,0,10003.98871,0,152.8042903,-0.772871419,405.1643871,405.9097742,0.094608423,400.0346774,14.47397742,1.312316452,1.303794839,10.94065806,10.84267097,300.0181935,0.900010774,0.099989168,0,2.044554839,0,410.2000645,2534.820323,36.10254839,39.52190323,37.84041935,38.41506452,36.29009677,270.0190323,29.99580645,0,1743707649,0,1743707669,14:14:28,1743707669,1743707664,32,0.184,0.001,-0.06,0.046,400,14,0.41,0.2,-0.792916875,0.382690638,0.048881406,1,2.040358824,-0.208990068,0.135423269,-1,0.094817277,-0.00163627,0.00071182,1,2,2,2-Feb,3.13067,2.77769,0.0827537,0.083272,0.0754796,0.0753979,27736.2,26854.7,30769.8,29535.7,39263.7,35914.7,47065.6,43863.8,1.85465,1.9149,0.0565052,0,24.0732,999.9,33.1,28.9,14.6947,64.031,16.9631,1,-0.0706428,0.132309,20.2614,5.2393,11.968,4.97315,3.291,9999,9999,9999,999.9,4.97275,1.87668,1.87469,1.87756,1.87426,1.8779,1.875,1.87617,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.06,0.046,-0.440951687,0.00067337,-5.61E-07,2.77E-10,-0.06078131,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.4,1.4,1.06323,2.53296,1.39893,2.35229,1.44897,2.56714,33.7832,14.7362,18,475.652,482.841,23.8171,26.1162,30.0002,25.8551,25.9186,21.3183,-30,-30,23.8246,400,0,101.717,100.917,NA
33,1743707730,5405.1,20250403 14:15:29,14:15:29,5,1153_mai_yellow,albert,1743707722,7.99E-05,0.079943609,0.403854321,399.4916452,209.4858836,18.89043859,36.02425261,0.003608004,2.74975373,0.003605376,0.002253596,78.08604495,25.41647559,25.41647559,3.259490457,41.34448589,1.310662993,3.170103497,1.948827463,-3.525513157,-69.23718815,-5.335873532,-0.012529888,0,0,1,0,47938,438.0823226,359.8846598,0.821500073,0.17824514,6,0.5,0: Broadleaf,2,1743707722,399.4916452,400.0145806,14.53462258,14.4400871,399.5686452,14.48962258,500.0132581,90.07523226,0.100001803,24.94942903,24.99024516,999.9,0,0,10001.13258,0,138.0585484,-0.506264935,405.4016452,405.8753871,0.096961758,400.0145806,14.4400871,1.309429032,1.300694194,10.90750968,10.80688065,300.0237742,0.899999516,0.100000481,0,2.102919355,0,404.2519355,2534.859355,35.27590323,38.3143871,36.91709677,36.88070968,35.40896774,270.0203226,30.00387097,0,1743707731,0,1743707747,14:15:46,1743707746,1743707747,33,-0.017,0,-0.077,0.045,400,14,0.36,0.17,-0.51553805,0.045562762,0.031787626,1,2.079426471,0.30157219,0.190622723,-1,0.09716775,-0.004985023,0.000787799,1,2,2,2-Feb,3.13069,2.7778,0.0827702,0.0832638,0.0753594,0.0752696,27733.9,26854.7,30767.7,29535.5,39266.7,35919.3,47063,43863.2,1.85467,1.91437,0.0532717,0,24.1171,999.9,33,28.9,14.6485,64.0509,16.9952,1,-0.0710671,0.0754385,20.2612,5.23915,11.9682,4.9729,3.291,9999,9999,9999,999.9,4.97274,1.87666,1.87468,1.87755,1.87428,1.87789,1.87498,1.87617,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.077,0.045,-0.257355041,0.00067337,-5.61E-07,2.77E-10,-0.059600861,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1,1.1,1.06323,2.54395,1.39893,2.35229,1.44897,2.46338,33.7832,14.7099,18,475.651,482.496,23.9065,26.1118,30.0001,25.8529,25.9186,21.3138,-30,-30,23.9085,400,0,101.711,100.916,NA
34,1743707820,5495.6,20250403 14:17:00,14:17:00,5,1153_mai_yellow,albert,1743707812,7.62E-05,0.076246615,0.72469415,599.0816,246.7909973,22.25253383,54.01770615,0.003439851,2.749399152,0.003437462,0.002148628,80.63761057,25.40873408,25.40873408,3.257991067,41.34132042,1.308624458,3.165415241,1.949366609,-3.362475734,-71.75859796,-5.529997729,-0.013460851,0,0,1,0,47963,452.3981,371.6449932,0.821499898,0.178244804,6,0.5,0: Broadleaf,2,1743707812,599.0816,600.0060667,14.51325667,14.42308667,598.9576,14.46825667,499.9891,90.06756667,0.099960007,24.92461667,24.97588667,999.9,0,0,9999.881667,0,152.3931,-1.061190233,607.7666667,608.7867333,0.091787507,600.0060667,14.42308667,1.307318667,1.299051,10.88325,10.78788667,300.005,0.8999991,0.10000088,0,2.085723333,0,399.9502,2534.700667,35.53726667,39.20806667,36.90806667,37.7456,35.64966667,270.0053333,29.99833333,0,1743707822,0,1743707841,14:17:20,1743707841,1743707836,34,0.136,0,0.124,0.045,600,14,0.43,0.08,-1.082997175,0.481728326,0.05611737,1,2.055352941,0.143779987,0.198548101,-1,0.091555343,0.004320616,0.000570993,1,2,2,2-Feb,3.13065,2.77785,0.111206,0.111986,0.0752812,0.0752074,26875.1,26012.8,30768.8,29534.9,39273.5,35923.2,47064.6,43862.6,1.8549,1.91488,0.0518002,0,24.1264,999.9,33,28.9,14.6496,63.891,17.1474,1,-0.0706987,0.0435349,20.2633,5.239,11.968,4.973,3.291,9999,9999,9999,999.9,4.97275,1.87668,1.87471,1.87756,1.8743,1.87791,1.875,1.87621,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.124,0.045,-0.274046168,0.00067337,-5.61E-07,2.77E-10,-0.060103594,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.2,1.46606,2.51953,1.39893,2.35229,1.44897,2.48901,33.8057,14.7099,18,475.801,482.848,23.8983,26.114,30,25.8572,25.9213,29.3781,-30,-30,23.9155,600,0,101.714,100.914,NA
35,1743707914,5589.1,20250403 14:18:33,14:18:33,5,1153_mai_yellow,albert,1743707906,7.61E-05,0.076089054,0.963902014,798.7749355,327.1571765,29.49560826,72.01539283,0.003417455,2.749606326,0.003415097,0.002134647,80.83530856,25.44794906,25.44794906,3.265592502,41.22234843,1.307817746,3.172593984,1.957774756,-3.355527262,-71.94705764,-5.546256748,-0.013533095,0,0,1,0,48043,453.5091935,372.5575757,0.8214995,0.178244035,6,0.5,0: Broadleaf,2,1743707906,798.7749355,800.0044839,14.50595484,14.41597742,798.8109355,14.45995484,500.0275161,90.05727097,0.100030703,24.96259677,25.01074194,999.9,0,0,10002.25323,0,153.5134516,-1.010771032,810.7546452,811.7059355,0.090101742,800.0044839,14.41597742,1.306377742,1.298263548,10.87242258,10.77877097,299.9957419,0.900028774,0.099971126,0,2.02483871,0,401.3844194,2534.646129,35.71745161,40.49367742,37.68109677,39.52190323,36.38683871,270.0041935,29.98935484,0,1743707916,0,1743707931,14:18:51,1743707931,1743707930,35,-0.219,0.001,-0.036,0.046,800,14,0.86,0.1,-1.041254634,0.457489171,0.079946806,1,2.037314706,-0.32499465,0.164824206,-1,0.090233066,-0.003225316,0.000608802,1,2,2,2-Feb,3.13069,2.77786,0.13524,0.136208,0.075233,0.075171,26147.4,25302.4,30767.8,29533.9,39275.8,35925.4,47062.7,43861.4,1.85487,1.91512,0.0551865,0,24.1008,999.9,32.9,29,14.6906,63.861,16.887,1,-0.0693852,0.18863,20.263,5.23885,11.9682,4.9728,3.291,9999,9999,9999,999.9,4.97275,1.87668,1.8747,1.87757,1.87428,1.8779,1.875,1.87622,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.036,0.046,-0.138119281,0.00067337,-5.61E-07,2.77E-10,-0.060472434,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.2,1.3,1.84692,2.52075,1.39893,2.35229,1.44897,2.57324,33.7832,14.7012,18,475.832,483.083,23.9109,26.1228,30.0001,25.8638,25.9294,36.9734,-30,-30,23.9066,800,0,101.71,100.911,NA
36,1743708011,5686.6,20250403 14:20:11,14:20:11,5,1153_mai_yellow,albert,1743708003,7.47E-05,0.07470401,1.011452263,998.6824516,488.8899311,44.07978545,90.04421119,0.003350805,2.749090616,0.003348538,0.00209304,80.8269553,25.45449085,25.45449085,3.26686207,41.16227418,1.306389235,3.173753785,1.960472835,-3.294446833,-71.99473789,-5.551327261,-0.013556692,0,0,1,0,48023,453.4609355,372.5180605,0.821499784,0.178244583,6,0.5,0: Broadleaf,2,1743708003,998.6824516,999.9857097,14.48919355,14.40084839,998.5594516,14.44319355,500.0043548,90.06302903,0.099976281,24.96872581,25.00164839,999.9,0,0,9998.556452,0,153.4536774,-1.395247419,1013.274194,1014.596129,0.089598248,999.9857097,14.40084839,1.305054839,1.296984194,10.85718387,10.76395161,300.0072581,0.900007452,0.099992568,0,2.033383871,0,404.2563548,2534.725484,36.04809677,41.25583871,38.31829032,40.71151613,37.00990323,270.0083871,29.99612903,0,1743708013,0,1743708032,14:20:32,1743708032,1743708028,36,0.089,0,0.123,0.046,1000,14,0.54,0.19,-1.41707875,0.37542,0.058860043,1,2.035364706,-0.223984725,0.145054835,-1,0.089573855,-0.000938796,0.000525409,1,2,2,2-Feb,3.13075,2.77788,0.156322,0.157463,0.0751736,0.0751146,25510.9,24680.1,30768.8,29534.3,39281.7,35929.8,47064.8,43862.3,1.85522,1.91547,0.0578091,0,24.0545,999.9,32.9,29,14.6918,63.841,16.9311,1,-0.0692912,0.127759,20.2632,5.23646,11.968,4.97305,3.291,9999,9999,9999,999.9,4.97275,1.87667,1.87469,1.8775,1.87426,1.8779,1.875,1.87615,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.123,0.046,-0.357334689,0.00067337,-5.61E-07,2.77E-10,-0.0591008,-0.000554366,0.000592956,-3.10E-06,0,2134,1,26,1.3,1.4,2.20703,2.51343,1.39893,2.35229,1.44897,2.58179,33.7606,14.6837,18,476.063,483.351,23.9142,26.1316,30.0001,25.8703,25.9338,44.1926,-30,-30,23.914,1000,0,101.714,100.913,NA
